Id,Name,Categories,Species,Lat,Lng,Lat/Lng,"Address Override","Street Num",Street,Suburb,State,Postcode,Country,"Last Known Status",Tags,"Owned By","Contracted To","Map URL","Profile URL"
b6977,"G & K O'Connor Abattoir",Slaughterhouse,Cows/cattle,-38.115498,145.496979,"-38.115498, 145.496979",,,"Koo Wee Rup Road",Pakenham,VIC,3810,Australia,Open,Cattle,,,https://www.farmtransparency.org/map?location=b6977,https://www.farmtransparency.org/facilities/b6977-g-k-oconnor-abattoir
a71d2,"Radford Meats",Slaughterhouse,"Cows/cattle, Sheep",-38.155327,145.893051,"-38.155327, 145.893051",,25,"Skinners Road",Warragul,VIC,3820,Australia,Open,,"Radford Meats",,https://www.farmtransparency.org/map?location=a71d2,https://www.farmtransparency.org/facilities/a71d2-radford-meats
cb657,"Ralphs Meat Co",Slaughterhouse,Cows/cattle,-36.990662,145.154510,"-36.990662, 145.154510",,55,"Granville Drive",Seymour,VIC,3660,Australia,Open,"Domestic Market,Export Market",,,https://www.farmtransparency.org/map?location=cb657,https://www.farmtransparency.org/facilities/cb657-ralphs-meat-co
971c9,"Ryan's Wholesale Meats",Slaughterhouse,"Cows/cattle, Sheep",-36.059086,145.228806,"-36.059086, 145.228806",,151,"Ryans Road",Nathalia,VIC,3638,Australia,Open,,,,https://www.farmtransparency.org/map?location=971c9,https://www.farmtransparency.org/facilities/971c9-ryans-wholesale-meats
7e02d,"Tabro Meat",Slaughterhouse,Cows/cattle,-38.547089,145.674225,"-38.547089, 145.674225",,2140,"Korumburra-Wonthaggi Road","Lance Creek",VIC,3995,Australia,Open,,,,https://www.farmtransparency.org/map?location=7e02d,https://www.farmtransparency.org/facilities/7e02d-tabro-meat
78205,"Gathercole's Tatura Abattoir",Slaughterhouse,Sheep,-36.447609,145.224380,"-36.447609, 145.224380",,60,"Martin Street",Tatura,VIC,3616,Australia,Open,,"GA Gathercole Pty Ltd",,https://www.farmtransparency.org/map?location=78205,https://www.farmtransparency.org/facilities/78205-gathercoles-tatura-abattoir
e9ec9,"Game Meats Company Slaughterhouse",Slaughterhouse,"Goats, Deer, Emus, Ostriches",-36.663021,146.859665,"-36.663021, 146.859665",,319,"Hughes Lane",Eurobin,VIC,3739,Australia,Open,"Domestic Market,Export Market","The Game Meats Company of Australia Pty Ltd",,https://www.farmtransparency.org/map?location=e9ec9,https://www.farmtransparency.org/facilities/e9ec9-game-meats-company
d5c71,"Wagstaff Cranbourne Abattoir",Slaughterhouse,"Cows/cattle, Sheep",-38.087040,145.305176,"-38.087040, 145.305176",,1500,"Thompsons Road","Cranbourne East",VIC,3977,Australia,Open,,,,https://www.farmtransparency.org/map?location=d5c71,https://www.farmtransparency.org/facilities/d5c71-wagstaff-cranbourne-abattoir
f28a2,"Beaufort River Meats",Slaughterhouse,"Goats, Sheep",-33.553947,117.043098,"-33.553947, 117.043098",,346,"Leggoe Road","Beaufort River",WA,6394,Australia,Open,Halal,"Wellard Animal Production Pty Ltd",,https://www.farmtransparency.org/map?location=f28a2,https://www.farmtransparency.org/facilities/f28a2-beaufort-river-meats
e4e5b,"Dardanup Butchering Company",Slaughterhouse,"Sheep, Cows/cattle, Goats, Pigs, Rabbits",-33.343830,115.697060,"-33.343830, 115.697060","100 Wimbridge Road PICTON WA 6229",100,"Lot.  DP72252",,WA,,Australia,Open,,"Dardanup Butchering Company Nominees Pty Ltd",,https://www.farmtransparency.org/map?location=e4e5b,https://www.farmtransparency.org/facilities/e4e5b-dardanup-butchering-company
76b58,"Linley Valley Pork",Slaughterhouse,Pigs,-31.808029,116.347778,"-31.808029, 116.347778",,50,"Linley Valley Road",Wundowie,WA,6560,Australia,Open,"Gas Chamber","Derby Industries Pty Ltd",,https://www.farmtransparency.org/map?location=76b58,https://www.farmtransparency.org/facilities/76b58-linley-valley-pork
06503,"Al-Q Meat Exports (formerly Geraldton Meat Exports)",Slaughterhouse,"Goats, Sheep",-28.783903,114.746178,"-28.783903, 114.746178",,63,"Abattoir Road",Moonyoonooka,WA,6532,Australia,Open,,"Alqudsi Properties Pty Ltd",,https://www.farmtransparency.org/map?location=06503,https://www.farmtransparency.org/facilities/06503-geraldton-meat-exports
bd4e0,"Goodchild Abattoir",Slaughterhouse,"Cows/cattle, Sheep",-33.207214,115.723801,"-33.207214, 115.723801","189 Rosamel Road PARKFIELD WA 6233",189,"Rosamel Road",Parkfield,WA,6233,Australia,Closed,,"Goodchild Abattoirs Pty Ltd",,https://www.farmtransparency.org/map?location=bd4e0,https://www.farmtransparency.org/facilities/bd4e0-goodchild-abattoir
0404d,"Minerva Foods Australia (formerly Shark Lake Food Group Abattoir)",Slaughterhouse,"Cows/cattle, Sheep",-33.773720,121.866020,"-33.773720, 121.866020",,36155,"Coolgardie-Esperance Highway",Myrup,WA,6450,Australia,Closed,Halal,"Esperance Meat Exports Pty Ltd",,https://www.farmtransparency.org/map?location=0404d,https://www.farmtransparency.org/facilities/0404d-shark-lake-food-group-abattoir
584f5,"West Australian Meat Marketing Co-Op (WAMMCO) Abattoir",Slaughterhouse,"Goats, Sheep",-33.673260,117.526382,"-33.673260, 117.526382",,27983,"Great Southern Highway",Katanning,WA,6317,Australia,Open,Halal,"WA Meat Marketing Co-operative Ltd",,https://www.farmtransparency.org/map?location=584f5,https://www.farmtransparency.org/facilities/584f5-west-australian-meat-marketing-co-op-wammco-abattoir
0ce80,"Western Meat Processors (formerly Cowaramup Abattoir)",Slaughterhouse,Cows/cattle,-33.829475,115.142166,"-33.829475, 115.142166",,186,"Saunders Road",Cowaramup,WA,6284,Australia,Open,Halal,"Western Meat Processors Pty Ltd",,https://www.farmtransparency.org/map?location=0ce80,https://www.farmtransparency.org/facilities/0ce80-cowaramup-abattoir
f5daf,"Gingin Meatworks Abattoir (Borrello Beef)",Slaughterhouse,"Cows/cattle, Sheep, Goats",-31.376322,115.913948,"-31.376322, 115.913948",,326,"Cockram Road","Lennard Brook",WA,6503,Australia,Open,,"Borrello Holdings (WA) Pty Ltd",,https://www.farmtransparency.org/map?location=f5daf,https://www.farmtransparency.org/facilities/f5daf-gingin-meatworks-abattoir-borrello-beef
2868b,"Pure Foods - Margate","Farm (eggs)",Chickens,-43.027275,147.221130,"-43.027275, 147.221130",,150,"Lawless Road",Margate,TAS,7054,Australia,Open,,,,https://www.farmtransparency.org/map?location=2868b,https://www.farmtransparency.org/facilities/2868b-pure-foods-margate
4ec01,"Unknown broiler farm","Farm (meat)",Chickens,-33.676003,150.905151,"-33.676003, 150.905151",,100,"Worcester Road","Rouse Hill",NSW,2155,Australia,Open,,,,https://www.farmtransparency.org/map?location=4ec01,https://www.farmtransparency.org/facilities/4ec01-unknown-broiler-farm
d0903,"Unknown layer farm","Farm (eggs)",Chickens,-33.680279,150.897980,"-33.680279, 150.897980",,177,"Cudgegong Road","Rouse Hill",NSW,2155,Australia,Open,,,,https://www.farmtransparency.org/map?location=d0903,https://www.farmtransparency.org/facilities/d0903-unknown-layer-farm
d0efd,"Unknown 'layer farm'","Farm (eggs)",Chickens,-33.692066,150.910568,"-33.692066, 150.910568",,89,"Schofields Road","Rouse Hill",NSW,2155,Australia,Closed,,,,https://www.farmtransparency.org/map?location=d0efd,https://www.farmtransparency.org/facilities/d0efd-unknown-layer-farm
cb43b,"Unknown broiler farm","Farm (meat)",Chickens,-33.695450,150.883728,"-33.695450, 150.883728",,28,"Schofields Farm Road",Schofields,NSW,2762,Australia,Closed,,"ANGEL & LENA SULTANA",,https://www.farmtransparency.org/map?location=cb43b,https://www.farmtransparency.org/facilities/cb43b-unknown-broiler-farm
5033e,"Ingledun Pty Ltd","Farm (meat)",Chickens,-33.688572,150.896133,"-33.688572, 150.896133",,95,"Tallawong Road","Rouse Hill",NSW,2762,Australia,Closed,,"Ingledun Pty Ltd",,https://www.farmtransparency.org/map?location=5033e,https://www.farmtransparency.org/facilities/5033e-ingledun-pty-ltd
72345,"Cremona P/L","Farm (meat)",Chickens,-33.677288,150.886429,"-33.677288, 150.886429",,50,"Clarke Street","Rouse Hill",NSW,2155,Australia,Open,RSPCA-approved,"JAMES CREMONA","Cordina Chicken Farms Pty Ltd",https://www.farmtransparency.org/map?location=72345,https://www.farmtransparency.org/facilities/72345-cremona-p-l
49f55,"Unknown broiler farm","Farm (meat)",Chickens,-33.710079,150.880005,"-33.710079, 150.880005",,2,"Pelican Road",Schofields,NSW,2762,Australia,Open,,"CHARLIE & MARY MERCEICA",,https://www.farmtransparency.org/map?location=49f55,https://www.farmtransparency.org/facilities/49f55-unknown-broiler-farm
f36ac,"Unknown broiler farm","Farm (meat)",Chickens,-33.696976,150.881485,"-33.696976, 150.881485",,,"Josue Crescent",Tallawong,NSW,2762,Australia,Closed,,,,https://www.farmtransparency.org/map?location=f36ac,https://www.farmtransparency.org/facilities/f36ac-unknown-broiler-farm
f203d,"Unknown layer farm","Farm (eggs)",Chickens,-33.695377,150.839615,"-33.695377, 150.839615",,169,"Clifton Road","Marsden Park",NSW,2765,Australia,Closed,Cage,,,https://www.farmtransparency.org/map?location=f203d,https://www.farmtransparency.org/facilities/f203d-unknown-layer-farm
ab8c4,"Marsden Park Broiler Farm","Farm (meat)",Chickens,-33.696301,150.844101,"-33.696301, 150.844101",,138,"Clifton Road","Marsden Park",NSW,2765,Australia,"Possibly closed",,,,https://www.farmtransparency.org/map?location=ab8c4,https://www.farmtransparency.org/facilities/ab8c4-marsden-park-broiler-farm
ece0b,"Unknown broiler farm","Farm (meat)",Chickens,-33.635983,150.844223,"-33.635983, 150.844223",,372,"Windsor Road",Vineyard,NSW,2765,Australia,Closed,,,,https://www.farmtransparency.org/map?location=ece0b,https://www.farmtransparency.org/facilities/ece0b-unknown-broiler-farm
2f874,"Maraylya Farm","Farm (meat) (unconfirmed)","Chickens (unconfirmed)",-33.620659,150.924774,"-33.620659, 150.924774",,205,"Maguires Road",Maraylya,NSW,2765,Australia,Open,,,"Inghams Enterprises Pty. Limited",https://www.farmtransparency.org/map?location=2f874,https://www.farmtransparency.org/facilities/2f874-maraylya-farm
be646,"Xerri - Cordina","Farm (meat)",Chickens,-33.618862,150.853180,"-33.618862, 150.853180",,115,"Wolseley Road",Oakville,NSW,2765,Australia,Open,RSPCA-approved,"VICTOR & JESSIE XERRI","Cordina Chicken Farms Pty Ltd",https://www.farmtransparency.org/map?location=be646,https://www.farmtransparency.org/facilities/be646-xerri-cordina
8a58b,"Unknown broiler farm","Farm (meat) (unconfirmed)","Chickens (unconfirmed)",-33.638088,150.873550,"-33.638088, 150.873550",,199,"Stahls Road",Oakville,NSW,2765,Australia,Open,,,,https://www.farmtransparency.org/map?location=8a58b,https://www.farmtransparency.org/facilities/8a58b-unknown-broiler-farm
799db,"Former caged egg farm","Farm (eggs)",Chickens,-33.598751,150.907990,"-33.598751, 150.907990",,42,"Dunns Road",Maraylya,NSW,2765,Australia,Closed,Cage,,,https://www.farmtransparency.org/map?location=799db,https://www.farmtransparency.org/facilities/799db-former-caged-egg-farm
9210f,"Summerland Poultry",Slaughterhouse,"Chickens, Rabbits",-33.686245,150.945648,"-33.686245, 150.945648",,63,"Withers Road","North Kellyville",NSW,2155,Australia,Open,,,,https://www.farmtransparency.org/map?location=9210f,https://www.farmtransparency.org/facilities/9210f-summerland-poultry
95171,"Kellyville Farm Fresh","Farm (eggs)",Chickens,-33.686066,150.957901,"-33.686066, 150.957901",,28B,"Foxall Road","North Kellyville",NSW,2155,Australia,Open,Pullet,,,https://www.farmtransparency.org/map?location=95171,https://www.farmtransparency.org/facilities/95171-kellyville-farm-fresh
1635a,"Farrugia Farm - Ingham Turkey Farm","Farm (meat)",Turkeys,-34.280651,150.630173,"-34.280651, 150.630173",,50,"Mockingbird Road","Pheasants Nest",NSW,2574,Australia,Open,,"FARRUGIA FARM PTY LTD","Inghams Enterprises Pty. Limited",https://www.farmtransparency.org/map?location=1635a,https://www.farmtransparency.org/facilities/1635a-farrugia-farm-ingham-turkey-farm
f1816,"Attard - Cordina","Farm (meat)",Chickens,-34.266853,150.630157,"-34.266853, 150.630157",,75,"Nightingale Road","Pheasants Nest",NSW,2574,Australia,Open,RSPCA-approved,"CHARLIE ATTARD","Cordina Chicken Farms Pty Ltd",https://www.farmtransparency.org/map?location=f1816,https://www.farmtransparency.org/facilities/f1816-attard-cordina
75cd8,"Pirovic Family Farms","Farm (eggs)",Chickens,-34.263058,150.639023,"-34.263058, 150.639023",,296,"Pheasants Nest Road","Pheasants Nest",NSW,2574,Australia,Open,"Free Range","Pirovic Family Farms",,https://www.farmtransparency.org/map?location=75cd8,https://www.farmtransparency.org/facilities/75cd8-pirovic-family-farms
5f5f9,Unknown,,,-34.254265,150.637436,"-34.254265, 150.637436",,335,"Pheasants Nest Road","Pheasants Nest",NSW,2574,Australia,Open,,,,https://www.farmtransparency.org/map?location=5f5f9,https://www.farmtransparency.org/facilities/5f5f9-unknown
4a799,Unknown,,,-34.224907,150.604675,"-34.224907, 150.604675",,140,"Myrtle Creek Avenue",Tahmoor,NSW,2573,Australia,Open,,,,https://www.farmtransparency.org/map?location=4a799,https://www.farmtransparency.org/facilities/4a799-unknown
0bba6,Unknown,,,-34.228394,150.609192,"-34.228394, 150.609192",,140,"Myrtle Creek Avenue",Tahmoor,NSW,2573,Australia,Open,,,,https://www.farmtransparency.org/map?location=0bba6,https://www.farmtransparency.org/facilities/0bba6-unknown
64a18,Unknown,,,-34.065624,150.584869,"-34.065624, 150.584869",,650,"Burragorang Road","The Oaks",NSW,2570,Australia,Open,,,,https://www.farmtransparency.org/map?location=64a18,https://www.farmtransparency.org/facilities/64a18-unknown
4156c,Unknown,,,-34.075085,150.512756,"-34.075085, 150.512756",,17,"Galidan Avenue",Oakdale,NSW,2570,Australia,Closed,,,,https://www.farmtransparency.org/map?location=4156c,https://www.farmtransparency.org/facilities/4156c-unknown
3b8ea,Unknown,"Farm (meat)",Ducks,-34.035236,150.562729,"-34.035236, 150.562729",,135,"Werriberri Road",Orangeville,NSW,2570,Australia,Open,,,,https://www.farmtransparency.org/map?location=3b8ea,https://www.farmtransparency.org/facilities/3b8ea-unknown
6de36,"Jaclomar T & M D'emanuele Turkey Farm",,,-34.215111,150.778122,"-34.215111, 150.778122",,820,"Wilton Road",Appin,NSW,2560,Australia,Open,,,,https://www.farmtransparency.org/map?location=6de36,https://www.farmtransparency.org/facilities/6de36-jaclomar-t-m-demanuele-turkey-farm
1e26e,Unknown,,,-33.970177,150.722504,"-33.970177, 150.722504",,773,"The Northern Road",Bringelly,NSW,2556,Australia,Open,,,,https://www.farmtransparency.org/map?location=1e26e,https://www.farmtransparency.org/facilities/1e26e-unknown
e6a3c,"Birling Avian Laboratories",,,-33.956848,150.727890,"-33.956848, 150.727890",,945,"The Northern Road",Bringelly,NSW,2556,Australia,Open,,,,https://www.farmtransparency.org/map?location=e6a3c,https://www.farmtransparency.org/facilities/e6a3c-birling-avian-laboratories
40a08,Unknown,"Farm (meat) (unconfirmed)","Chickens (unconfirmed)",-33.909210,150.626984,"-33.909210, 150.626984",,165,"Taylors Road",Silverdale,NSW,2752,Australia,Open,,,,https://www.farmtransparency.org/map?location=40a08,https://www.farmtransparency.org/facilities/40a08-unknown
6019d,"Apap Broilers","Farm (meat)",Chickens,-33.885941,150.622879,"-33.885941, 150.622879",,2378,"Silverdale Road",Silverdale,NSW,2752,Australia,Open,,"Peter & Maryanne Apap","Red Lea Chickens Pty Ltd",https://www.farmtransparency.org/map?location=6019d,https://www.farmtransparency.org/facilities/6019d-apap-broilers
77d4f,Unknown,,,-33.796055,150.749191,"-33.796055, 150.749191",,8,"Sweetwater Grove","Orchard Hills",NSW,2748,Australia,Open,,,,https://www.farmtransparency.org/map?location=77d4f,https://www.farmtransparency.org/facilities/77d4f-unknown
0c92c,Unknown,"Farm (eggs)",Chickens,-33.851162,150.830414,"-33.851162, 150.830414",,71-87,"Truman Road","Horsley Park",NSW,2175,Australia,Closed,,,,https://www.farmtransparency.org/map?location=0c92c,https://www.farmtransparency.org/facilities/0c92c-unknown
b9c42,"Horsley Park Farm - Cordina","Farm (meat)",Chickens,-33.845947,150.834442,"-33.845947, 150.834442",,246-254,"Horsley Road","Horsley Park",NSW,2175,Australia,Open,RSPCA-approved,"Cordina Chicken Farms Pty Ltd",,https://www.farmtransparency.org/map?location=b9c42,https://www.farmtransparency.org/facilities/b9c42-horsley-park-farm-cordina
93e62,Unknown,,,-33.844639,150.823471,"-33.844639, 150.823471",,378,"Horsley Road","Horsley Park",NSW,2175,Australia,Open,,,,https://www.farmtransparency.org/map?location=93e62,https://www.farmtransparency.org/facilities/93e62-unknown
d0b5f,Unknown,"Farm (eggs)",Chickens,-33.829113,150.847855,"-33.829113, 150.847855",,182-192,"Walworth Road","Horsley Park",NSW,2175,Australia,Closed,,,,https://www.farmtransparency.org/map?location=d0b5f,https://www.farmtransparency.org/facilities/d0b5f-unknown
4900a,"Damjonovic and Sons - Cage Eggs","Farm (eggs)",Chickens,-33.819431,150.852982,"-33.819431, 150.852982","lot 2, 339 Wallgrove Rd, Eastern Creek",339,"Wallgrove Road","Eastern Creek",NSW,2766,Australia,Closed,Cage,,,https://www.farmtransparency.org/map?location=4900a,https://www.farmtransparency.org/facilities/4900a-damjonovic-sons-cage-eggs
2a36d,Unknown,"Farm (meat) (unconfirmed)","Chickens (unconfirmed)",-33.834187,150.750870,"-33.834187, 150.750870",,425-441,"Luddenham Road",Luddenham,NSW,2745,Australia,Open,,"CARMEN SCIBERRAS",,https://www.farmtransparency.org/map?location=2a36d,https://www.farmtransparency.org/facilities/2a36d-unknown
a0a6a,"Vella's Mountain View Poultry P/L","Farm (meat) (unconfirmed)","Chickens (unconfirmed)",-33.386913,151.278824,"-33.386913, 151.278824",,54,"Viitasalo Road N",Somersby,NSW,2250,Australia,Open,,"CHARLIE VELLA",,https://www.farmtransparency.org/map?location=a0a6a,https://www.farmtransparency.org/facilities/a0a6a-vellas-mountain-view-poultry-p-l
88a79,"Unknown Poultry",,,-33.392235,151.264084,"-33.392235, 151.264084",,270,"Grants Road",Somersby,NSW,2250,Australia,Open,,"GRAHAM & ANN JONES",,https://www.farmtransparency.org/map?location=88a79,https://www.farmtransparency.org/facilities/88a79-unknown-poultry
c8783,"Katrakilis - Cordina","Farm (meat)",Chickens,-33.379074,151.276230,"-33.379074, 151.276230",,81,"Keighley Avenue",Somersby,NSW,2250,Australia,Open,RSPCA-approved,"James & Belinda Katrakilis","Cordina Chicken Farms Pty Ltd",https://www.farmtransparency.org/map?location=c8783,https://www.farmtransparency.org/facilities/c8783-katrakilis-cordina
a42c2,"Kilburney Farm","Farm (meat) (unconfirmed)","Chickens (unconfirmed)",-33.374851,151.271667,"-33.374851, 151.271667",,126,"Keighley Avenue",Somersby,NSW,2250,Australia,Open,,"PAUL BRITTON",,https://www.farmtransparency.org/map?location=a42c2,https://www.farmtransparency.org/facilities/a42c2-kilburney-farm
ac172,Unknown,,,-33.373768,151.273682,"-33.373768, 151.273682",,98,"Keighley Avenue",Somersby,NSW,2250,Australia,Open,,,,https://www.farmtransparency.org/map?location=ac172,https://www.farmtransparency.org/facilities/ac172-unknown
e790d,"T & J Refalo P/L","Farm (meat) (unconfirmed)","Chickens (unconfirmed)",-33.370499,151.276474,"-33.370499, 151.276474",,110,"Elwins Road",Somersby,NSW,2250,Australia,Open,,"TONY & JULIE REFALO",,https://www.farmtransparency.org/map?location=e790d,https://www.farmtransparency.org/facilities/e790d-t-j-refalo-p-l
d0610,Unknown,"Farm (meat) (unconfirmed)","Chickens (unconfirmed)",-33.345993,151.292419,"-33.345993, 151.292419",,54,"Kilkenny Road",Ourimbah,NSW,2258,Australia,Open,,"JEANINE BRAIN",,https://www.farmtransparency.org/map?location=d0610,https://www.farmtransparency.org/facilities/d0610-unknown
0b095,Unknown,,,-33.338379,151.288651,"-33.338379, 151.288651",,117,"Kilkenny Road",Somersby,NSW,2250,Australia,Open,,"FRANK SEVE",,https://www.farmtransparency.org/map?location=0b095,https://www.farmtransparency.org/facilities/0b095-unknown
278d3,Unknown,"Farm (meat) (unconfirmed)","Chickens (unconfirmed)",-33.296295,151.245804,"-33.296295, 151.245804",,1692,"Wisemans Ferry Road","Central Mangrove",NSW,2250,Australia,Open,,"ANDREW & JENNY CLARKE",,https://www.farmtransparency.org/map?location=278d3,https://www.farmtransparency.org/facilities/278d3-unknown
12e90,"Mandalaong Breeder Farm","Farm (meat)","Chickens, Quail",-33.110226,151.443542,"-33.110226, 151.443542",,260,"Deaves Road",Mandalong,NSW,2264,Australia,Open,"Parent / Breeder","Game Farm Pty Ltd",,https://www.farmtransparency.org/map?location=12e90,https://www.farmtransparency.org/facilities/12e90-mandalaong-breeder-farm
8a488,"Red Lea","Farm (meat)",Chickens,-33.126331,151.459961,"-33.126331, 151.459961",,62,"Crooks Road",Mandalong,NSW,2264,Australia,Open,,"MARK ATTARD",,https://www.farmtransparency.org/map?location=8a488,https://www.farmtransparency.org/facilities/8a488-red-lea
51fe1,"The Local Yolk Egg Farm","Farm (eggs)",Chickens,-33.079002,151.474152,"-33.079002, 151.474152",,111,"Currans Road",Cooranbong,NSW,2265,Australia,Open,"Free Range",,,https://www.farmtransparency.org/map?location=51fe1,https://www.farmtransparency.org/facilities/51fe1-the-local-yolk-egg-farm
b036f,"Egg farm","Farm (eggs)",Chickens,-33.075127,151.483139,"-33.075127, 151.483139",,5,"Jones Road","Dora Creek",NSW,2264,Australia,Open,,,,https://www.farmtransparency.org/map?location=b036f,https://www.farmtransparency.org/facilities/b036f-egg-farm
78e09,"Dora Creek Free Range Egg Farm","Farm (eggs)",Chickens,-33.071754,151.482803,"-33.071754, 151.482803",,206,"Newport Road","Dora Creek",NSW,2264,Australia,Open,"Free Range",,,https://www.farmtransparency.org/map?location=78e09,https://www.farmtransparency.org/facilities/78e09-dora-creek-free-range-egg-farm
95f3b,"Former site of - Unknown free range egg farm","Farm (eggs)",Chickens,-33.076180,151.491013,"-33.076180, 151.491013",,103,"Coorumbung Road","Dora Creek",NSW,2264,Australia,Closed,"Free Range",,,https://www.farmtransparency.org/map?location=95f3b,https://www.farmtransparency.org/facilities/95f3b-unknown-free-range-egg-farm
3670e,"Yahro Farm","Farm (meat)",Chickens,-33.027916,151.468658,"-33.027916, 151.468658",,210,"Mount Faulk Road",Cooranbong,NSW,2265,Australia,Open,"Parent / Breeder","Yahro Farm Pty Ltd",,https://www.farmtransparency.org/map?location=3670e,https://www.farmtransparency.org/facilities/3670e-yahro-farm
f6a3b,Unknown,"Farm (meat)",Chickens,-32.961246,151.564438,"-32.961246, 151.564438",,20,"School Road",Wakefield,NSW,2278,Australia,Closed,,,,https://www.farmtransparency.org/map?location=f6a3b,https://www.farmtransparency.org/facilities/f6a3b-unknown
edf5a,"Unknown Poultry","Farm (meat) (unconfirmed)","Chickens (unconfirmed)",-32.905384,151.367889,"-32.905384, 151.367889",,259,"Quorrobolong Road",Quorrobolong,NSW,2325,Australia,Open,,"SIMON KAUTER",,https://www.farmtransparency.org/map?location=edf5a,https://www.farmtransparency.org/facilities/edf5a-unknown-poultry
1a7d5,Unknown,,,-32.917130,151.361603,"-32.917130, 151.361603",,388,"Quorrobolong Road",Quorrobolong,NSW,2325,Australia,Open,,,,https://www.farmtransparency.org/map?location=1a7d5,https://www.farmtransparency.org/facilities/1a7d5-unknown
c27d9,Unknown,,,-32.909702,151.301270,"-32.909702, 151.301270",,137,"Sanctuary Road",Ellalong,NSW,2325,Australia,Open,,,,https://www.farmtransparency.org/map?location=c27d9,https://www.farmtransparency.org/facilities/c27d9-unknown
7fc7a,Unknown,,,-32.536655,151.956802,"-32.536655, 151.956802",,165,"Allworth Road",Allworth,NSW,2425,Australia,Open,,,,https://www.farmtransparency.org/map?location=7fc7a,https://www.farmtransparency.org/facilities/7fc7a-unknown
99cc8,Unknown,,,-32.529888,151.961304,"-32.529888, 151.961304",,1640,"The Bucketts Way",Allworth,NSW,2425,Australia,Open,,,,https://www.farmtransparency.org/map?location=99cc8,https://www.farmtransparency.org/facilities/99cc8-unknown
84bac,"Parker Realy 1",,,-32.529076,151.956589,"-32.529076, 151.956589",,1640,"The Bucketts Way",Allworth,NSW,2425,Australia,Open,,"PARKER REALTY",,https://www.farmtransparency.org/map?location=84bac,https://www.farmtransparency.org/facilities/84bac-parker-realy-1
784c6,Unknown,"Farm (eggs) (unconfirmed)","Chickens (unconfirmed)",-32.511627,151.943741,"-32.511627, 151.943741",,1793,"The Bucketts Way",Booral,NSW,2425,Australia,Open,,"MALCOM & JUDY EGGLETON",,https://www.farmtransparency.org/map?location=784c6,https://www.farmtransparency.org/facilities/784c6-unknown
2a67e,"Stroud Valley Harvest","Farm (eggs)",Chickens,-32.503990,151.943451,"-32.503990, 151.943451",,1895,"The Bucketts Way",Booral,NSW,2425,Australia,Open,"Free Range",,,https://www.farmtransparency.org/map?location=2a67e,https://www.farmtransparency.org/facilities/2a67e-stroud-valley-harvest
ffecf,Bo-villa,"Farm (meat)",Turkeys,-32.495247,151.943344,"-32.495247, 151.943344",,1987,"The Bucketts Way",Booral,NSW,2425,Australia,Open,,"ROWNEY FAMILY TRUST",,https://www.farmtransparency.org/map?location=ffecf,https://www.farmtransparency.org/facilities/ffecf-bo-villa
22dca,"Searl Turkey","Farm (meat)",Turkeys,-32.488724,151.955215,"-32.488724, 151.955215",,66,"Isaacs Road",Booral,NSW,2425,Australia,Open,,"MARK LAMB",,https://www.farmtransparency.org/map?location=22dca,https://www.farmtransparency.org/facilities/22dca-searl-turkey
2d454,"ELLERSILE EAST FARM",,,-32.476543,151.951080,"-32.476543, 151.951080",,84,"Booral-Washpool Road",Booral,NSW,2425,Australia,Open,,"MARC & ELLEN JONES",,https://www.farmtransparency.org/map?location=2d454,https://www.farmtransparency.org/facilities/2d454-ellersile-east-farm
b1a5b,"Alderley Creek Eggs","Farm (eggs)",Chickens,-32.446350,151.970825,"-32.446350, 151.970825",,38,"Alderley Lane",Booral,NSW,2425,Australia,Open,,"HATTAM P/L",,https://www.farmtransparency.org/map?location=b1a5b,https://www.farmtransparency.org/facilities/b1a5b-alderley-creek-eggs
da1ec,Unknown,,,-32.442238,151.971466,"-32.442238, 151.971466",,2658,"The Bucketts Way",Booral,NSW,2425,Australia,Open,,,,https://www.farmtransparency.org/map?location=da1ec,https://www.farmtransparency.org/facilities/da1ec-unknown
5a41e,"A & A Pace","Farm (meat)",Chickens,-32.439335,151.959290,"-32.439335, 151.959290",,100,"Ribbons Road",Stroud,NSW,2425,Australia,Open,,"ANTHONY & ALISON PACE",,https://www.farmtransparency.org/map?location=5a41e,https://www.farmtransparency.org/facilities/5a41e-a-pace
0c77d,"T & F Poultry","Farm (meat)",Chickens,-32.432941,151.956757,"-32.432941, 151.956757",,80,"Ribbons Road",Stroud,NSW,2425,Australia,Closed,,"TAUFIQ AHMED",,https://www.farmtransparency.org/map?location=0c77d,https://www.farmtransparency.org/facilities/0c77d-t-f-poultry
4aa76,"Emanuel's View","Farm (meat) (unconfirmed)","Chickens (unconfirmed)",-32.429111,151.971619,"-32.429111, 151.971619",,33,"Thompsons Lane",Stroud,NSW,2425,Australia,Open,,"STEVE CAMILLERI",,https://www.farmtransparency.org/map?location=4aa76,https://www.farmtransparency.org/facilities/4aa76-emanuels-view
a2e32,Unknown,,,-32.423878,151.955078,"-32.423878, 151.955078",,779,"Booral-Washpool Road",Stroud,NSW,2425,Australia,Open,,,,https://www.farmtransparency.org/map?location=a2e32,https://www.farmtransparency.org/facilities/a2e32-unknown
