approval_number,name,address,city,postcode,region,country,section,activity,slaughter,species,remarks,date_of_approval,publication_date
CZ 21912,"FITaFER, s. r. o.,",Rašovice č. p. 71,Týniště nad Orlicí,51721,"Královéhradecký kraj,Northeast; A Poultry",Czechia,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 21810002,"Farma Druhaz, spol. s.r.o.",Na Červeném Hrádku 793,01 Sedlčany,264,"Středočeský kraj,Central Bohemia",Czechia,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 71810041,Farma Kozlovský s.r.o.,"Býškovice 123, 75353 Býškovice",Býškovice,,"Olomouc Region,Central Moravia; A Poultry",Czechia,PM,SH,Y,,SH - Slaughterhouse,,
CZ 5054,Farma Nový Dvůr Kořínkovi,"Volanice č. p. 94, 50703 Volanice",Volanice,,"Královéhradecký kraj,Northeast; A Poultry",Czechia,PM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 13401,František Šutera,Veselská 581,Olešnice,67974,"Jihomoravský kraj,Southeast; A Poultry",Czechia,PM,CP,N,,CP - Cutting Plant,,
CZ 61810107,Jan Kubec,"Holýšov č. p. 16, 39501 Mezilesí",Mezilesí,,"Kraj Vysočina,Southeast; A Poultry",Czechia,PM,SH,Y,,SH - Slaughterhouse,,
CZ 11932556,Jiří Vondráček,"Klapkova 3/26, Kobylisy, 18200 Praha 8",00 Prague,182,"Capital City of Prague,Prague",Czechia,PM,CP,N,,CP - Cutting Plant,,
CZ 61810073,Josef Tříska,hospodářství Rohozná,Rohozná,58844,"Kraj Vysočina,Southeast",Czechia,PM,SH,Y,,SH - Slaughterhouse,,
CZ 53810030,Krůty Rychnov,"Rychnov, Krouna",Krouna,53944,"Pardubický kraj,Northeast",Czechia,PM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 11741992,Ladislav Fošum,"Husitská 157/80,",Praha 3,13000,"Capital City of Prague,Prague",Czechia,PM,CP,N,,CP - Cutting Plant,,
CZ 15363,"Lahůdky Vavřík a spol., s.r.o.","Citonice č. p. 206, 67101 Citonice",Citonice,67101,"Jihomoravský kraj,Southeast; A Poultry",Czechia,PM,CP,N,,CP - Cutting Plant,,
CZ 364,MVDr. Zdeněk Herman,"Purkyňova 1, 35301 Velká Hleďsebe",Velká Hleďsebe,35301,"Karlovarský kraj,Northwest; L Lagomorphs",Czechia,PM,SH,Y,,SH - Slaughterhouse,,
CZ1088,"Mezinárodní testování drůbeže, státní podnik","Ústrašice č. p. 63, 39002 Ústrašice",Tábor,39002,"Jihočeský kraj,Southwest",Czechia,PM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 61910535,"Mitrovský dvůr, a.s.","Mitrov 9,",Strážek,59253,"Kraj Vysočina,Southeast; A Poultry",Czechia,PM,SH,Y,,SH - Slaughterhouse,,
CZ 993,RABBIT Trhový Štěpánov a.s.,Nádražní 401,Trhový Štěpánov,25763,"Středočeský kraj,Central Bohemia",Czechia,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 1070,RABBIT Trhový Štěpánov a.s.,"Biskupická 776, 56943 Jevíčko",Jevíčko,56943,"Pardubický kraj,Northeast",Czechia,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 946,"RABBIT Trhový Štěpánov a.s., jatky Kasejovice",Kasejovice 390,Kasejovice,33544,"Plzeňský kraj,Southwest; L Lagomorphs",Czechia,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 1153,"RACIOLA Uherský Brod, s.r.o.",Pod Valy 221,Uherský Brod,68801,"Zlínský kraj,Central Moravia",Czechia,PM,CP,N,,CP - Cutting Plant,,
CZ 8022,"RACIOLA Uherský Brod, s.r.o.",U Porážky 493,Uherský Brod,68801,"Zlínský kraj,Central Moravia",Czechia,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 72920303,SOLERTIA Group s.r.o.,Žalkovice 169,Břest,76823,"Zlínský kraj,Central Moravia",Czechia,PM,CP,N,,CP - Cutting Plant,,
CZ 11934054,Tomáš Spálenka,"Zenklova 545/6, Libeň, 18000 Praha 8",00 Prague,180,"Capital City of Prague,Prague",Czechia,PM,CP,N,,CP - Cutting Plant,,
CZ 41960123,Tur-com,"Západní 395,362 33 Hroznětín",Hroznětín,36233,"Karlovarský kraj,Northwest; A Poultry",Czechia,PM,CP,N,,CP - Cutting Plant,,
CZ 431,VAIGL A SYN spol. s r.o.,Droužkovická 291,Údlice,43141,"Ústecký kraj,Northwest; A Poultry",Czechia,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ921,"Vodňanská drůbež, a.s.","Radomilická 886, Vodňany II, 38901 Vodňany",Vodňany,38901,"Jihočeský kraj,Southwest",Czechia,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 922,"Vodňanská drůbež, a.s., provozovna Mirovice","Zámostí 272, 39806 Mirovice",Mirovice,39806,"Jihočeský kraj,Southwest",Czechia,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 962,"Vodňanská drůbež, a.s., provozovna Modřice",Chrlická 522,42 Modřice,664,"Jihomoravský kraj,Southeast; A Poultry",Czechia,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 7110,"ZEPHYR Františkovy Lázně, s.r.o.","Poustka u Františkových Lázní,350 02 Cheb",02 Cheb,350,"Karlovarský kraj,Northwest; A Poultry",Czechia,PM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 6017,Zelenka s.r.o.,Topolová 910,Židlochovice,,"Jihomoravský kraj,Southeast; A Poultry",Czechia,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 419,Zemedelské družstvo vlastníku Mrákotín,"Prosetín u Hlinska, 53973 Prosetín",Prosetín,53976,"Pardubický kraj,Northeast",Czechia,PM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 53810074,Zemědělská a.s. Vysočina,"Svobodné Hamry, 53901 Vysočina",Svobodné Hamry,53952,"Pardubický kraj,Northeast",Czechia,PM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 31810036,Zemědělské obchodní družstvo Borovany,Vodárenská 97,Borovany,37312,"Jihočeský kraj,Southwest",Czechia,PM,SH,Y,,SH - Slaughterhouse,,
CZ 51820095,vinataga s.r.o.,Areál společnosti Seaberg s.r.o. Příšovice 157,Příšovice,46346,"Liberecký kraj,Northeast; A Poultry",Czechia,PM,CP,N,,CP - Cutting Plant,,
CZ 42810038,Černíkův dvůr,Vidhostice č. p. 30,Vroutek,43982,"Ústecký kraj,Northwest; A Poultry; L Lagomorphs",Czechia,PM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 51820084,Řeznictví a uzenářství Karapetjan s.r.o.,Rádlo 222,Rádlo,46803,"Liberecký kraj,Northeast; A Poultry",Czechia,PM,CP,N,,CP - Cutting Plant,,
CZ 21647,AGRO-OVIS spol. s r.o.,Rožnov č. p. 1,Český Rudolec,37881,"Jihočeský kraj,Southwest",Czechia,GM,CP,N,,CP - Cutting Plant,,
CZ 53840066,"AGROS-Kojice, spol. s r.o.","Kojice 176, 533 12 Chvaletice",Kojice,,"Pardubický kraj,Northeast",Czechia,GM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 31840208,"Dove Network, a.s.","Nežárecká 117, Jindřichův Hradec IV",01 Jindřichův Hradec,377,"Jihočeský kraj,Southwest",Czechia,GM,CP,N,,CP - Cutting Plant,,
Cz 15,"Kostelecké uzeniny a.s., provozovna Planá nad Lužnicí","Průmyslová 848, 39111 Planá nad Lužnicí",Planá nad Lužnicí,39111,"Jihočeský kraj,Southwest",Czechia,GM,CP,N,,CP - Cutting Plant,,
cz 904,"Lesy České republiky, s.p.","rozcestí, 38451 Volary",51 Volary,384,"Jihočeský kraj,Southwest",Czechia,GM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 53840044,Pavel Šmidrkal,"Sádka 148, 53341 Lázně Bohdaneč",41 Lázně Bohdaneč,533,"Pardubický kraj,Northeast",Czechia,GM,CP,N,,CP - Cutting Plant,,
CZ 902,Správa Národního parku Šumava,"Borová Lada č. p. 1, 38492 Borová Lada",Svinná Lada,38492,"Jihočeský kraj,Southwest",Czechia,GM,CP,N,,CP - Cutting Plant,,
CZ31910374,Václav Šoul,"Lidmovice č. p. 31, 38901 Skočice",Skočice,38901,"Jihočeský kraj,Southwest",Czechia,GM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 6152,"ZEMAS, a.s.","Želetice u Kyjova, 69637 Želetice",Želetice,,"Jihomoravský kraj,Southeast; fG Farmed land mammals other than domestic ungulates",Czechia,GM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 31840220,"ZEMSPOL DEŠNÁ, s.r.o.",Dešná 19,Dešná,37873,"Jihočeský kraj,Southwest",Czechia,GM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 53840055,Zemědělská společnost J+V s.r.o.,"Lukavice, 53821 Lukavice",Slatiňany,53821,"Pardubický kraj,Northeast",Czechia,GM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 53840099,Zpracovna zvěřiny Záchlumí,"Bohousová č. p. 45, 56186 Záchlumí",Záchlumí,56186,"Pardubický kraj,Northeast",Czechia,GM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 21840151,"AGROFINANCE CZ, a.s.",Hostín Hostín u Mělníka,Byšice,27732,"Středočeský kraj,Central Bohemia",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 53840077,Baroque - wild s.r.o.,"Trpín č. p. 9, 56974 Trpín",Trpín,56973,"Pardubický kraj,Northeast",Czechia,WM,CP,N,,CP - Cutting Plant,,
CZ 81840045,FARMA VENDOLSKÝ s.r.o.,Bohušov 47,Bohušov,79399,"Moravskoslezský kraj,Moravia-Silesia",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 42840356,Farma Doupov,Mašťov č. p. 301,Mašťov,43156,"Ústecký kraj,Northwest",Czechia,WM,CC,N,,CC - Collection Centre,,
CZ 21914,Farma Třebešov,"Třebešov č. p. 1, 51601 Třebešov",Třebešov,,"Královéhradecký kraj,Northeast",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 32840692,Ing. Josef Kopačka,"Petrovice u Sušice 105, 342 01",Sušice,34201,"Plzeňský kraj,Southwest",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 20061,Jan Rajter,Moravěves č. p. 15,01 Havraň,434,"Ústecký kraj,Northwest; wU Wild ungulates",Czechia,WM,CC,N,,CC - Collection Centre,,
CZ42840547,Jana Rajterová,Moravěves 8,Moravěves,43501,"Ústecký kraj,Northwest",Czechia,WM,CC,N,,CC - Collection Centre,,
CZ 21840342,Jiří Sternberg,"Benešovská 1, 25701 Postupice",Postupice,25701,"Středočeský kraj,Central Bohemia",Czechia,WM,GHE,N,bovine porcine,GHE - Game-Handling Establishment,,
CZ 61910445,Jiří Votava,"Rozsochatec č. p. 7, 58272 Rozsochatec",Rozsochatec,58272,"Kraj Vysočina,Southeast",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 42840547,Josef Pospíšil,Moravěves 8,Moravěves,43501,"Ústecký kraj,Northwest",Czechia,WM,CC,N,,CC - Collection Centre,,
CZ 750,Lesy a rybníky města Českých Budějovic s.r.o.,"Jar. Haška 1588/4, České Budějovice 3",04 České Budějovice,370,"Jihočeský kraj,Southwest",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 352,"Lesy České republiky, s.p.",Karla Čapka 1171,41 Hluboká nad Vltavou,373,"Jihočeský kraj,Southwest",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 749,"Lesy České republiky, s.p.",Karla Čapka 1171,41 Hluboká nad Vltavou,373,"Jihočeský kraj,Southwest",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 747,"Lesy České republiky, s.p., Lesní závod Židlochovice","Tyršova 1, 66701 Židlochovice",Židlochovice,,"Jihomoravský kraj,Southeast; wA Wild game birds; wG Wild land mammals other than wild ungulates; wL Lagomorphs living freely in the wild; wU Wild ungulates",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 287,"Lesy České republiky, s.p., Lesní závod Židlochovice, Polesí Soutok","Zámecká 145/2, 69151 Lanžhot",Lanžhot,69151,"Jihomoravský kraj,Southeast; wG Wild land mammals other than wild ungulates; wA Wild game birds; wL Lagomorphs living freely in the wild; wU Wild ungulates",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 743,MORAVIALOV s.r.o.,Kravsko 212,Kravsko,67151,"Jihomoravský kraj,Southeast; wG Wild land mammals other than wild ungulates; wA Wild game birds; wL Lagomorphs living freely in the wild; wU Wild ungulates",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 61840065,Michaela Příhodová,"Okarec č. p. 43, 67502 Okarec",Okarec,,"Kraj Vysočina,Southeast",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 20194,Milan Zeman,Líšťany č.p. 71,Líšťany,33035,"Plzeňský kraj,Southwest",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 13599,Obora Borky - podnik na zpracování zvěřiny,"Obora Borky, 68333 Nesovice",Nesovice,68333,"Jihomoravský kraj,Southeast; wA Wild game birds; wG Wild land mammals other than wild ungulates; wL Lagomorphs living freely in the wild; wU Wild ungulates",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 42840873,Petra Rajterová,"p. p. č. 567, KÚ Havraň (638021), 434 01 Most",01 Havraň,434,"Ústecký kraj,Northwest; wU Wild ungulates",Czechia,WM,CC,N,,CC - Collection Centre,,
CZ 62720388,Ribes holding s.r.o.,třída Bří Čapků 4,Hodonín,,"Jihomoravský kraj,Southeast",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 6604,Uzenářství a lahůdky Sláma s.r.o.,"Růžová 225, 59501 Velká Bíteš",Velká Bíteš,59453,"Kraj Vysočina,Southeast",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 72840001,VENISON CZ s.r.o.,Míškovice 228,Míškovice,76852,"Zlínský kraj,Central Moravia",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 1095,"VKF 97, spol. s.r.o.",náměstí Svobody 52,Planá,34815,"Plzeňský kraj,Southwest",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 21358,VPP Group a.s. - Kristin Hrádek,"Děčín XVIII-Maxičky č. p. 30, 40502 Děčín",02 Děčín,405,"Ústecký kraj,Northwest",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 42840334,Varnsdorfské uzeniny s.r.o. - zvěřinový závod,Klostermannova 1436,Varnsdorf,40747,"Ústecký kraj,Northwest",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 21917,Viktor Liebich,Uhřínov 57,Liberk,51601,"Královéhradecký kraj,Northeast; wU Wild ungulates",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 14281,Vladimír Štíbal,"Sklené č. p. 55, 59101 Sklené",Sklené,,"Kraj Vysočina,Southeast; wU Wild ungulates",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 31840130,"Vojenské lesy a statky ČR, s.p.",Chvalšiny č. p. 251,Chvalšiny,38208,"Jihočeský kraj,Southwest",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ31840691,"Vojenské lesy a statky ČR, s.p.",Chvalšiny č. p. 251,Chvalšiny,38208,"Jihočeský kraj,Southwest",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 3702,"Vojenské lesy a statky ČR, s.p.",KU: 607151 Boletice,Boletice,38208,"Jihočeský kraj,Southwest",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 13178,Zařízení pro nakládání se zvěřinou Arnoštov,"Pod Juliskou 1621/5, Dejvice, 16000 Praha 6",00 Prague,160,"Capital City of Prague,Prague",Czechia,WM,CP GHE,N,,CP - Cutting Plant | GHE - Game-Handling Establishment,,
CZ 667,Zařízení pro nakládání se zvěřinou Klíny 41,Klíny č. p. 41,Klíny,43601,"Ústecký kraj,Northwest",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 41840063,Zvěřina BERBERA s.r.o.,"Tachovská Huť st.parcela č.414,353 01 Mariánské Lázně",01 Mariánské Lázně,353,"Karlovarský kraj,Northwest; wU Wild ungulates",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
CZ 42840323,Zvěřinový závod,Lipská 2023,Chomutov,43003,"Ústecký kraj,Northwest",Czechia,WM,GHE,N,,GHE - Game-Handling Establishment,,
