approval_number,name,address,city,postcode,region,country,section,activity,slaughter,species,remarks,date_of_approval,publication_date
6089,Bangs Mobile Fjerkræslagteri ApS,Tingstedvej 35,Ugerløse,4350,"Holbæk Municipality,Region Zealand",Denmark,PM,SH,Y,,SH - Slaughterhouse,,
5959,DAFC A/S,Skanderborgvej 19,Gedved,8751,"Horsens Municipality,Central Denmark Region",Denmark,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
38,Dan Duck A/S,Havnevej 8,Struer,7600,"Struer Municipality,Central Denmark Region",Denmark,PM,SH,Y,,SH - Slaughterhouse,,
711,"Danpo A/S, Danpo A/S",Vestre Skovvej 3,Aars,9600,"Vesthimmerland Municipality,North Denmark Region",Denmark,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
6442,Hopballe Gårdslagteri,Hopballevej 56,Jelling,7300,"Vejle Municipality,Region of Southern Denmark",Denmark,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
6008,NAOKI,Avedøreholmen 96,Hvidovre,2650,"Hvidovre Municipality,Capital Region of Denmark",Denmark,PM,CP,N,,CP - Cutting Plant,,
763,ROSE Poultry A/S,Elmegårdsvej 4,Brovst,9460,"Jammerbugt Municipality,North Denmark Region",Denmark,PM,CP,N,,CP - Cutting Plant,,
733,ROSE Poultry A/S,Tværmosevej 10,Vinderup,7830,"Holstebro Municipality,Central Denmark Region",Denmark,PM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
6125,Rokkedahl Food Aps,Vårvej 65,Nibe,9240,"Aalborg Municipality,North Denmark Region",Denmark,PM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
5653,Sejerø-gæs ApS,Sejerøvej 28,Sejerø,4592,"Kalundborg Municipality,Region Zealand",Denmark,PM,SH,Y,,SH - Slaughterhouse,,
4369,Tingsted Vildt- og Fjerkræslagteri,Hullebækvej 15,Nykøbing Falster,4800,"Guldborgsund Municipality,Region Zealand",Denmark,PM,SH,Y,,SH - Slaughterhouse,,
4991,Vendsyssel Fjerkræslagteri ApS,Lyngbyvej 120,Løkken,9480,"Hjørring Municipality,North Denmark Region",Denmark,PM,SH,Y,,SH - Slaughterhouse,,
6631,Vesterborg vildt og fjerkræslagteri,Gallemosevej 6,Vesterborg,4953,"Lolland Municipality,Region Zealand",Denmark,PM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
4980,"Alpevej Vildtbehandling, slagteri",Alpevej 4,Stenstrup,5771,"Svendborg Municipality,Region of Southern Denmark",Denmark,GM,SH,Y,,SH - Slaughterhouse,,
ffffffff,Benttest,jghjdlgfd,Roskilde,4000,"Roskilde Municipality,Region Zealand",Denmark,GM,SH,Y,,SH - Slaughterhouse,,
6417,Nordvildt IVS,Horserød Byvej 2A,Helsingør,3000,"Helsingør Municipality,Capital Region of Denmark",Denmark,GM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
2001,TJ-Food A/S,Vedbækvej 8,Hobro,9500,"Mariagerfjord Municipality,North Denmark Region",Denmark,GM,CP,N,,CP - Cutting Plant,,
6611,Vrøgum Vildt,Hedelundvej 9B,Oksbøl,6840,"Varde Municipality,Region of Southern Denmark",Denmark,GM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
41534635,fbgfbgd,ffddf,Roskilde,4000,"Roskilde Municipality,Region Zealand",Denmark,GM,CP,N,,CP - Cutting Plant,,
5342,Faldhøje Plantage,Skovsendevej 2,Grindsted,7200,"Billund Municipality,Region of Southern Denmark",Denmark,WM,GHE,N,,GHE - Game-Handling Establishment,,
5253,Klosterhedens Vildt A/S,Holmgaardvej 49,Bækmarksbro,7660,"Lemvig Municipality,Central Denmark Region",Denmark,WM,GHE CP,N,,GHE - Game-Handling Establishment | CP - Cutting Plant,,
55555,Marl1,marken 5,Nyborg,5800,"Nyborg Municipality,Region of Southern Denmark",Denmark,WM,CC,N,,CC - Collection Centre,,
