approval_number,name,address,city,postcode,region,country,section,activity,slaughter,species,remarks,date_of_approval,publication_date
451,EVANGER PØLSEFABRIKK AS,Teigdalsvegen 296,Evanger,5707,Hordaland,Norway,RM,CP,N,,CP - Cutting Plant,,
332,Edelgard As,Buktavegen 17,Vestnes,6390,Møre og Romsdal,Norway,RM,CP,N,,CP - Cutting Plant,,
1215,Eidsmo Kjøtt AS,Rosmælen 14,Kvål,7228,Trøndelag,Norway,RM,CP,N,,CP - Cutting Plant,,
160,FATLAND OSLO AS,PROFESSOR BIRKELAND VEI 30,Oslo,1178,Oslo,Norway,RM,SH CP,Y,bovine caprine ovine,SH - Slaughterhouse | CP - Cutting Plant,,
141,FATLAND ØLEN AS,"Øvrehagen 2, 5580 Ølen",Ølen,5580,Rogaland,Norway,RM,SH CP,Y,bovine caprine ovine porcine equine,SH - Slaughterhouse | CP - Cutting Plant,,
1757,FG Kjøttsenter AS,Prof. Birkelands vei 30 A,Oslo,0976,Oslo,Norway,RM,CP,N,ovine,CP - Cutting Plant,,
209,FJORDAMENY,Sørstrandsvegen 16,Sandane,6823,Sogn og Fjordane,Norway,RM,CP,N,caprine ovine porcine bovine,CP - Cutting Plant,,
2500,FRESH FOOD AS,Skredderveien 7,Moss,1537,Østfold,Norway,RM,CP,N,,CP - Cutting Plant,,
1496,Fjellgarden Hovden AS,Breievegen 34,Hovden,4755,East Agder,Norway,RM,CP,N,,CP - Cutting Plant,,
181,HORNS SLAKTERI,Fygleveien 69,Leknes,8370,Nordland,Norway,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
212,HURRAN VILLSAU AINA TARALDSEN SANDVIK,Sørfrøyveien 246,Hamarvik,7263,Trøndelag,Norway,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
2482,Hafjell Slakteri AS,Strømshuguvegen 28,Øyer,2636,Oppland,Norway,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
1913,Haugen Gardsmat Drift AS,Brekkevegen 51,Flåm,5743,Sogn og Fjordane,Norway,RM,CP,N,,CP - Cutting Plant,,
