approval_number,name,address,city,postcode,region,country,group,section,activity,slaughter,species,remarks,date_of_approval,publication_date
SG1,Swaziland Meat Corporation Ltd,,Manzini,,"Inkhundla Manzini,Manzini",Eswatini,third-country,RM,SH CP,Y,bovine,SH - Slaughterhouse | CP - Cutting Plant,,
