approval_number,name,address,city,postcode,region,country,group,section,activity,slaughter,species,remarks,date_of_approval,publication_date
IOM 006 FE,Carrick Bay Seafoods,"Alfred Pier Port St Mary Isle of Man, IM9 5EF",Port Saint Mary,IM9 5EF,Rushen,Isle of Man,third-country,FFP,PP,,,PP - Processing Plant,,
IOM 014FE,Ellan Vannin Seafoods,"Unit 16 Isle of Man Food Park, Mill Road, Peel",Peel,IM5 1TA,Glenfaba,Isle of Man,third-country,FFP,PP,,,PP - Processing Plant,02/12/2024,
IOM 012 FE,Geo Devereau & Sons Ltd,"Curing Factory, Fish Yards Mill Road, Peel Isle of Man, IM5 1TA",Peel,IM5 1TA,Glenfaba,Isle of Man,third-country,FFP,PP,,,PP - Processing Plant,,
IOM 007 FE,Island Shellfish Ltd,"Manesca Buliding The Quay Port St Mary Isle of Man, IM9 5EA",Port Saint Mary,IM9 5EA,Rushen,Isle of Man,third-country,FFP,PP,,,PP - Processing Plant,,
IOM 009 FE,Isle Of Man Seafood Products Ltd,"Manx Cold Storage Building Mill Road, Peel Isle of Man, IM5 1TA",Peel,IM5 1TA,Glenfaba,Isle of Man,third-country,FFP,PP,,,PP - Processing Plant,,
IOM 1,Isle of Man Meats,"Tromode, Ballafletcher Farm Road, Braddan, Douglas Isle of Man IM4 4QE",Douglas,IM4 4QE,Middle,Isle of Man,third-country,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
