approval_number,name,address,city,postcode,region,country,section,activity,slaughter,species,remarks,date_of_approval,publication_date
1825,Lihakonttori Oy,Vanha talvitie 8,Helsinki,00580,"Uusimaa,Southern Finland,Southern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
853-5,Lihaliike Reino Jokinen Ky,"Kauppahalli, Linnankatu 15",Turku,20100,"Finland Proper,South-Western Finland,Southern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
3254,Lihasampo Oy,Lekakatu 2,Lahti,15700,"Päijät-Häme,Southern Finland,Southern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
6474,Lihatukku Harri Tamminen,Itäinen Valkoisenlähteentie 21,Vantaa,01260,"Uusimaa,Southern Finland,Southern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
2063,Lihatukkuliike Lihakas Oy,Kivikonkierto 5,Hyvinkää,05460,"Uusimaa,Southern Finland,Southern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
758-4,Lokan Jaloste,Purnusaarentie 11,Lokka,,"Lapland,Lapland,Northern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
6385,Lumiporo Oy,Poromiehentie 9,Karigasniemi,99950,"Lapland,Lapland,Northern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
5864,Luomu Invest Oy,Luvalahdentie 125,Köyliö,27710,"Satakunta,South-Western Finland,Southern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
849-3,Maatila A. Pöntiö Oy,Härkänevantie 89,Sykäräinen,69410,"Keski-Pohjanmaa,Western and Central Finland,Western Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
834-1,Maatilan Lihakauppa Makuliha Oy,Kärsäkuja 6,Tammela,31350,"Tavastia Proper,Southern Finland,Southern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
5490,Maltiolan Jaloste Oy,Saijanlenkki 8 A,Saija,98950,"Lapland,Lapland,Northern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
060-1,Marskogens Lamm,Landströmsgatan 21 Svartsmara,Pålsböle,22410,"Åland Islands,Regional State Agency Åland,Åland Islands,Åland Islands",Finland,RM,CP,N,,CP - Cutting Plant,,
619-1,Metsärannan Liha,Metsärannantie 100,Punkalaidun,31900,"Pirkanmaa,Western and Central Finland,Western Finland,Mainland Finland",Finland,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
6130,Meän Liha Oy,Kätkävaarantie 69,Loue,95300,"Lapland,Lapland,Northern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
3103,Muhniemen lahtivaja,Ahviontie 260,Muhniemi,46960,"Kymenlaakso,Southern Finland,Southern Finland,Mainland Finland",Finland,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
261-4,NiliReindeer Oy,Pakatintie 371,Kittilä,99100,"Lapland,Lapland,Northern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
2225,NorDeli Oy,Sevettijärventie 12206,Näätämö,99940,"Lapland,Lapland,Northern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
5543,Nortulan Palvi & Paisti Oy,Poutunrannantie 409,Untamala,,"South Ostrobothnia,Western and Central Finland,Western Finland,Mainland Finland",Finland,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
933-1,Noutotila Niittymäki,Haavistontie 219,Mänttä-Vilppula,35990,"Pirkanmaa,Western and Central Finland,Western Finland,Mainland Finland",Finland,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
742-1,Oravan Porotuote,Sallantie 132,Kuosku,98850,"Lapland,Lapland,Northern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
758-2,Osuuskunta Kota-Poro S:kylä,Meltauksentie 5617,Unarin Luusua,,"Lapland,Lapland,Northern Finland,Mainland Finland",Finland,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
322,Osuuskunta Kuivaniemen Tilaliha,Lehtolantie 9 95130 Hyryoja,Ii,91100,"Northern Ostrobothnia,Regional State Administrative Agency for Northern Finland,Northern Finland,Mainland Finland",Finland,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
40,Oy Björkens Ab,Asentajantie 5,Kokkola,67600,"Keski-Pohjanmaa,Western and Central Finland,Western Finland,Mainland Finland",Finland,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
887-1,Paijan Tilateurastamo,Saarikontie 141,Urjala,31700,"Pirkanmaa,Western and Central Finland,Western Finland,Mainland Finland",Finland,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
4570,Paimion Palaliha Oy,Lenkkitie 8,Paimio,21530,"Finland Proper,South-Western Finland,Southern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
580-1,Palvi-Pirtti,Niemeläntie 86,Parikkala,59100,"South Karelia,Southern Finland,Southern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
6463,Pirkanmaan Lihapalvelu Oy,Pääkkösentie 59,Sastamala,38200,"Pirkanmaa,Western and Central Finland,Western Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
410-1,Pohjoisahon Tila,Pohjoisahontie 392,Laukaa,41400,"Central Finland,Western and Central Finland,Western Finland,Mainland Finland",Finland,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
2843,PoroLappi Oy,Sysimiehentie 14,Kemijärvi,98120,"Lapland,Lapland,Northern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
5187,Porojauru,Marikaisentie 544,Pudasjärvi,93100,"Northern Ostrobothnia,Regional State Administrative Agency for Northern Finland,Northern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
758-3,Porotokka Juhani Maijala Ky,Orajärventie 1764,Sodankylä,99600,"Lapland,Lapland,Northern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
6383,Porotuote Länsman Ky,Nuorgamintie 795 B,Utsjoki,,"Lapland,Lapland,Northern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
325,Pudasjärven pienteurastamo,Jyrkkäkoskentie 13,Pudasjärvi,93100,"Northern Ostrobothnia,Regional State Administrative Agency for Northern Finland,Northern Finland,Mainland Finland",Finland,RM,SH,Y,,SH - Slaughterhouse,,
398-6,Päijät-Hämeen Lihatukku Oy,Sopenkorvenkatu 6,Lahti,15800,"Päijät-Häme,Southern Finland,Southern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
848-1,Raja-Karjalan Liha-Hovi Oy,Kiteentie 88,Tohmajärvi,82600,"North Karelia,Regional State Administrative Agency for Eastern Finland,Eastern Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
232-3,Rantalan Liha,Vuorenmäentie 264,Kauhajoki,61800,"South Ostrobothnia,Western and Central Finland,Western Finland,Mainland Finland",Finland,RM,CP,N,,CP - Cutting Plant,,
