approval_number,name,address,city,postcode,region,country,group,section,activity,slaughter,species,remarks,date_of_approval,publication_date
EST 1,"Botswana Meat Commission, Establishment No. 1 Lobatse Abattoir",Private Bag 4 Lobatyse,Lobatse,,South-East District; 1 Offal excluded,Botswana,third-country,RM,CP SH CS,Y,bovine,CP - Cutting Plant | SH - Slaughterhouse | CS - Cold Stores,,
