approval_number,name,address,city,postcode,region,country,section,activity,slaughter,species,remarks,date_of_approval,publication_date
BG2004019,DIANA MI EOOD,kv. Industrialen №1,Nova Zagora,8900,Sliven,Bulgaria,RM,CP,N,bovine porcine ovine caprine,CP - Cutting Plant,,
BG1005002,DIMEX LTD,"ул. ""Камчия"" №15",Kyustendil,2500,Kyustendil,Bulgaria,RM,CP,N,bovine caprine ovine porcine,CP - Cutting Plant,,
BG0805015,DIMYAT LLC,УЛ. ПОЛКОВНИК КАЛОТИНОВ,Dobrich,9300,Dobrich,Bulgaria,RM,CP,N,bovine porcine,CP - Cutting Plant,,
BG2004017,DMN KOMERS LTD,26 Bansko shose Street,Sliven,8800,Sliven,Bulgaria,RM,CP,N,porcine,CP - Cutting Plant,,
BG0501004,DUNAVCI MES OOD,"mestnost Keremidzhijnicata, kv. 75",Dunavtsi,3700,Vidin,Bulgaria,RM,CP SH,Y,porcine,CP - Cutting Plant | SH - Slaughterhouse,,
BG1102010,Dak Mes EOOD,Gurko 12,Lukovit,5791,Lovech,Bulgaria,RM,CP,N,,CP - Cutting Plant,,
BG2741015,EKANI AD,ul. Avrora №50,Trem,7200,Shumen,Bulgaria,RM,SH,Y,bovine caprine ovine porcine,SH - Slaughterhouse,,
BG2001025,EKO ASORTI - PM EOOD,Mechkarevo,Mechkarevo,8801,Sliven,Bulgaria,RM,CP SH,Y,porcine bovine,CP - Cutting Plant | SH - Slaughterhouse,,
BG1304014 ЕО,EKO MES EOOD,"Velichkovo, ul. ""Pamidovsko shose"", obl.Pazardzhik",Velichkovo,4400,Pazardzhik,Bulgaria,RM,CP,N,,CP - Cutting Plant,,
BG0641015,EKO MES KAMPANI EOOD,"Chiren, mestnost Mramorenskoto",Vratsa,3000,Vratsa,Bulgaria,RM,SH,Y,porcine,SH - Slaughterhouse,,
BG1505041,ES N KOMERS OOD,"Pleven, ul. Chataldzha 59",Pleven,5800,Pleven,Bulgaria,RM,CP,N,,CP - Cutting Plant,,
BG1501016,ET CHONKOV-HRISTO ATANASOV-VESKA NIKIFOROVA,"Asparuhovo, mestnost Stublata",Asparuhovo,5910,Pleven,Bulgaria,RM,CP SH,Y,bovine porcine ovine,CP - Cutting Plant | SH - Slaughterhouse,,
BG2541017,ET ISMET SHABANOV-OLIMP 131,53535.359.12,Омуртаг,7900,Targovishte,Bulgaria,RM,SH,Y,bovine caprine ovine,SH - Slaughterhouse,,
BG0105020,ET KOSTADIN VALEUV,Glazne 43 - str.,Банско,2700,Blagoevgrad,Bulgaria,RM,CP,N,porcine bovine caprine ovine,CP - Cutting Plant,,
BG0101010,ET Kostadin Hadzhimargaritov KOMH Antoniy Hadzhimargaritov LTD,"s. Rajdak, Byalata Cheshma 20 str.",Petrich,2850,Blagoevgrad,Bulgaria,RM,SH CP,Y,bovine caprine ovine porcine,SH - Slaughterhouse | CP - Cutting Plant,,
BG0104035,ET MARTA - SKM - STOINE MANOV,GEORGI DIMITROV - KOOPERATIVEN PAZAR - STR.,Simitli,2730,Blagoevgrad,Bulgaria,RM,CP,N,bovine caprine ovine porcine,CP - Cutting Plant,,
BG0901015,ET Shenel - Shaban Shaban,"Prileptsi, 42",Prileptsi,6600,Kardzhali,Bulgaria,RM,SH CP,Y,bovine caprine ovine porcine,SH - Slaughterhouse | CP - Cutting Plant,,
BG1501013,ET Velichko Ivanov-VENETSIYA,Levski ul. Aleksandr Stamboliyski 18,Levski,5503,Pleven,Bulgaria,RM,CP SH,Y,porcine,CP - Cutting Plant | SH - Slaughterhouse,,
BG2005026,ET ZORNITSA - IRINA POPOVA,kv. Druzhba do bl.13,Sliven,8800,Sliven,Bulgaria,RM,CP,N,bovine porcine ovine caprine,CP - Cutting Plant,,
BG2841022,ETINTER UNIVERS-IVAN VASILEV,"Stefan Karadzhovo, ul.Stopanski dvor, obl.Yambol",Stefan Karadzhovo,8600,Yambol,Bulgaria,RM,CP SH,Y,bovine,CP - Cutting Plant | SH - Slaughterhouse,,
BG1901006,Ekoprodukt OOD,"Sitovo, UPI XII, kv.8, obl.Silistra",Ситово,7583,Silistra,Bulgaria,RM,SH,Y,bovine ovine porcine,SH - Slaughterhouse,,
0341022,FERMA KAPITANOVA LTD,"gr. Ignatievo, obshtina Aksakovo, obl.Varna, m-st""Koshu Giurliu",Ignatievo,9154,Varna,Bulgaria,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
BG2304005,FILPAK 2017 EOOD,"Botevgrad, ul. Tsar Osvoboditel"" 36, Sofya district",Botevgrad,2140,Sofia,Bulgaria,RM,CP,N,porcine bovine,CP - Cutting Plant,,
