approval_number,name,address,city,postcode,region,country,section,activity,slaughter,species,remarks,date_of_approval,publication_date
BG2841023,"""Репродуктор по свиневъдство"" АД / Reproduktor po svinevadstvo AD","Kalchevo, ul. ""Izvan regulatsiya"" №1, obl.Yambol",Kalchevo,8600,Yambol,Bulgaria,RM,CP SH,Y,porcine,CP - Cutting Plant | SH - Slaughterhouse,,
BG2805015,"""Русенов"" ЕООД / Rusenov EOOD","Yambol, mestnost ""CHatal mogila"", obl.Yambol",Yambol,8600,Yambol,Bulgaria,RM,CP,N,,CP - Cutting Plant,,
BG2841021,"""Тенев и Харалампус"" ООД / Tenev i Haralampus OOD","Kalchevo, ul. ""Izvan regulatsiya"" №14, obl.Yambol",Yambol,8600,Yambol,Bulgaria,RM,CP SH,Y,porcine,CP - Cutting Plant | SH - Slaughterhouse,,
BG1841023,"''MARINNOVI"" LTD","v. Shtraklevo, Ivanovo, p.7078",Ruse,7000,Ruse,Bulgaria,RM,CP SH,Y,porcine,CP - Cutting Plant | SH - Slaughterhouse,,
BG0301016,AGROMES LTD,"43, Sokachev, str",Dolni Chiflik,9000,Varna,Bulgaria,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
BG0105015,ALADIN-GD LTD,"Koprivlen, STOPANSKI DVOR",Koprivlen,2921,Blagoevgrad,Bulgaria,RM,CP,N,bovine caprine ovine,CP - Cutting Plant,,
BG2301008,ALDAGOT LTD,"95 ""Lomsko shose"" str., Kostinbrod, Sofia district",Костинброд,2230,Sofia,Bulgaria,RM,SH CP,Y,bovine caprine ovine porcine,SH - Slaughterhouse | CP - Cutting Plant,,
BG0301027,ALEKS - 83 K.D. LTD,"s. Yarebighna, obshtina Aksakovo, obl.Varna",Iarebichna,9154,Varna,Bulgaria,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
BG2001024,ALFA-FARM EOOD,Bansko shose №71,Sliven,8800,Sliven,Bulgaria,RM,SH CP,Y,bovine caprine ovine equine porcine,SH - Slaughterhouse | CP - Cutting Plant,,
BG1505018,ANDA 2012 ANKO PETROV OOD,"KOMAREVO,ul. SLIVNICA 4",Komarevo,5805,Pleven,Bulgaria,RM,CP,N,bovine porcine,CP - Cutting Plant,,
BG2804012,ANDU OOD,"Yambol, ul. ""Yаmbolen"" №17, obl.Yambol",Yambol,8600,Yambol,Bulgaria,RM,CP,N,porcine bovine,CP - Cutting Plant,,
BG2001023,ARLANDA EOOD,"zemlishte kv.Rechitsa, mestnost Kovanlaka",Sliven,8800,Sliven,Bulgaria,RM,CP SH,Y,bovine caprine ovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
BG1501008,AVALON VARDZHIN AD,"Levski, mestnost Arabadzhitsa",Levski,5503,Pleven,Bulgaria,RM,CP SH,Y,porcine ovine,CP - Cutting Plant | SH - Slaughterhouse,,
BG2001008,AYAKS - AGRO OOD,kv. Industrialen,Nova Zagora,8900,Sliven,Bulgaria,RM,CP SH,Y,ovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
