InstallationInspireId,installationName,CountryName,City_of_Facility,Longitude,Latitude,IEDAnnexIMainActivity,IEDMainActivityName,EPRTRAnnexIMainActivity,installationStatus,reportingYear,dateOfStartOfOperation,permitURL,parent_facilityInspireId
FR.CAED/31474.INSTALLATION,SCEA POMMERY,France,SIXT SUR AFF,-2.03971,47.77293,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053503005,FR.CAED/31474.FACILITY
FR.CAED/31869.INSTALLATION,SCEA PORBRIS,France,CREDIN,-2.77203,48.04924,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055600694,FR.CAED/31869.FACILITY
FR.CAED/15209.INSTALLATION,SCEA PORC BEL AIR,France,LINAZAY,0.1723,46.17106,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0058600274,FR.CAED/15209.FACILITY
FR.CAED/16248.INSTALLATION,SCEA PORC DE LEROME,France,KERGRIST,-2.8963,48.13984,6.6(c),Intensive rearing of pigs with more than 750 places for sows,7(a)(iii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055601329,FR.CAED/16248.FACILITY
FR.CAED/31985.INSTALLATION,SCEA PORC YVEL,France,MAURON,-2.31466,48.07497,6.6(c),Intensive rearing of pigs with more than 750 places for sows,7(a)(iii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055601833,FR.CAED/31985.FACILITY
FR.CAED/14663.INSTALLATION,SCEA PORCHERE DE LA VOIE ROMAINE,France,ST OUEN DOMPROT,4.42475,48.62093,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055100290,FR.CAED/14663.FACILITY
FR.CAED/14808.INSTALLATION,SCEA PORCINE DE TREDION,France,TREDION,-2.55698,47.76901,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055603824,FR.CAED/14808.FACILITY
FR.CAED/15006.INSTALLATION,SCEA PORCLOS,France,ARDILLEUX,-0.04379,46.09332,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057900028,FR.CAED/15006.FACILITY
FR.CAED/14794.INSTALLATION,SCEA PORCS LANVAUX,France,ST GUYOMARD,-2.53231,47.77094,6.6(c),Intensive rearing of pigs with more than 750 places for sows,7(a)(iii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055603429,FR.CAED/14794.FACILITY
FR.CAED/30775.INSTALLATION,SCEA PORLEAC,France,MERLEAC,-2.90714,48.26358,6.6(c),Intensive rearing of pigs with more than 750 places for sows,7(a)(iii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052202700,FR.CAED/30775.FACILITY
FR.CAED/32067.INSTALLATION,SCEA PORMILINE,France,PLOERDUT,-3.30426,48.14948,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055602581,FR.CAED/32067.FACILITY
FR.CAED/14084.INSTALLATION,SCEA PORMIZIAN,France,HEMONSTOIR,-2.84841,48.1466,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(iii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052201304,FR.CAED/14084.FACILITY
FR.CAED/30137.INSTALLATION,SCEA PORNABAT,France,Saint-Martin-des-Prés,-2.96274,48.30601,6.6(c),Intensive rearing of pigs with more than 750 places for sows,,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005518180,FR.CAED/30137.FACILITY
FR.CAED/30637.INSTALLATION,SCEA PORSULON,France,CANIHUEL,-3.0894,48.32273,6.6(c),Intensive rearing of pigs with more than 750 places for sows,7(a)(iii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052200525,FR.CAED/30637.FACILITY
FR.CAED/14114.INSTALLATION,SCEA POSTOLLEC,France,Le Moustoir,-3.48887,48.27144,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052202826,FR.CAED/14114.FACILITY
FR.CAED/31918.INSTALLATION,SCEA POULETTES GUILLIEROISES,France,GUILLIERS,-2.39453,48.06471,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055601182,FR.CAED/31918.FACILITY
FR.CAED/31281.INSTALLATION,SCEA POULIQUEN,France,PLOUNEVENTER,-4.20946,48.51133,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052902919,FR.CAED/31281.FACILITY
FR.CAED/14356.INSTALLATION,SCEA POULIQUEN,France,PLOUNEVENTER,-4.18696,48.49986,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052902927,FR.CAED/14356.FACILITY
FR.CAED/14322.INSTALLATION,SCEA POULIQUEN,France,PLOUDIRY,-4.13617,48.48013,6.6(c),Intensive rearing of pigs with more than 750 places for sows,7(a)(iii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052902481,FR.CAED/14322.FACILITY
FR.CAED/15079.INSTALLATION,SCEA PROPORCS,France,CHENAY,-0.05158,46.32349,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057900586,FR.CAED/15079.FACILITY
FR.CAED/31791.INSTALLATION,SCEA PYCORETTE,France,ST SOUPLET SUR PY,4.46611,49.23584,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055100307,FR.CAED/31791.FACILITY
FR.CAED/30974.INSTALLATION,SCEA QUETTIER,France,PORDIC,-2.85052,48.54479,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052206352,FR.CAED/30974.FACILITY
FR.CAED/31313.INSTALLATION,SCEA QUILLEROU,France,Poullaouen,-3.56989,48.35329,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052903378,FR.CAED/31313.FACILITY
FR.CAED/30687.INSTALLATION,SCEA RAULT,France,Hénansal,-2.44198,48.5538,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052201379,FR.CAED/30687.FACILITY
FR.CAED/15138.INSTALLATION,SCEA REGNIER,France,GENTELLES,2.45205,49.84736,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0058001223,FR.CAED/15138.FACILITY
FR.CAED/15054.INSTALLATION,SCEA RENE,France,Faye-sur-Ardin,-0.53368,46.45061,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057900341,FR.CAED/15054.FACILITY
FR.CAED/31170.INSTALLATION,SCEA REVIN,France,Guiclan,-3.94619,48.57414,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052900986,FR.CAED/31170.FACILITY
FR.CAED/14207.INSTALLATION,SCEA REYNAUD,France,Chabeuil,4.98296,44.90882,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052602821,FR.CAED/14207.FACILITY
FR.CAED/14195.INSTALLATION,SCEA REYNAUD,France,CHABEUIL,4.98648,44.90178,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,disused,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052600157,FR.CAED/14195.FACILITY
FR.CAED/32210.INSTALLATION,SCEA RIBOUCHON,France,LANOUEE,-2.62553,47.98346,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055614812,FR.CAED/32210.FACILITY
FR.CAED/31875.INSTALLATION,SCEA RIBOUCHON,France,LA CROIX HELLEAN,-2.53441,47.95909,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055600733,FR.CAED/31875.FACILITY
FR.CAED/31347.INSTALLATION,SCEA RIOU,France,ST SERVAIS,-4.16217,48.50878,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052903810,FR.CAED/31347.FACILITY
FR.CAED/13947.INSTALLATION,SCEA ROBIN FERME DE LA RICHARDIERE,France,DOMSURE,5.2818,46.42433,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0050100313,FR.CAED/13947.FACILITY
FR.CAED/14997.INSTALLATION,SCEA ROGE ET DECHAMBRE,France,POIGNY,3.26124,48.54625,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057700162,FR.CAED/14997.FACILITY
FR.CAED/32134.INSTALLATION,SCEA ROLLAND DANIEL,France,RUFFIAC,-2.29273,47.81445,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055603218,FR.CAED/32134.FACILITY
FR.CAED/32135.INSTALLATION,SCEA ROLLAND DANIEL,France,RUFFIAC,-2.29528,47.79397,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055603219,FR.CAED/32135.FACILITY
FR.CAED/14871.INSTALLATION,SCEA ROMAIN MARTIN,France,HOCHFELDEN,7.5625,48.76494,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0056700301,FR.CAED/14871.FACILITY
FR.CAED/14353.INSTALLATION,SCEA ROMAIN RIOU,France,PLOUNEVENTER,-4.21925,48.50736,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052902918,FR.CAED/14353.FACILITY
FR.CAED/14471.INSTALLATION,SCEA RUANLT,France,GRAND FOUGERAY,-1.71146,47.70825,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053501211,FR.CAED/14471.FACILITY
FR.CAED/14500.INSTALLATION,SCEA SAINTE ANNE,France,VAL D IZE,-1.26042,48.19203,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053503160,FR.CAED/14500.FACILITY
FR.CAED/14697.INSTALLATION,SCEA SALMON,France,RENAZE,-1.05851,47.79389,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055301980,FR.CAED/14697.FACILITY
FR.CAED/32152.INSTALLATION,SCEA SEBILO,France,ST DOLAY,-2.17413,47.55635,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055603375,FR.CAED/32152.FACILITY
FR.CAED/30170.INSTALLATION,SCEA SOC ELEVAGE,France,JAVENE,-1.22081,48.30614,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005520109,FR.CAED/30170.FACILITY
FR.CAED/14495.INSTALLATION,SCEA SOC ELEVAGE,France,LA SELLE EN LUITRE,-1.16498,48.31875,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053502974,FR.CAED/14495.FACILITY
FR.CAED/13349.INSTALLATION,SCEA SOGIFRA,France,CREYS MEPIEU,5.46692,45.7673,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0010400570,FR.CAED/13349.FACILITY
FR.CAED/15050.INSTALLATION,SCEA SOULARD,France,CLESSE,-0.37874,46.70483,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057900295,FR.CAED/15050.FACILITY
FR.CAED/14612.INSTALLATION,SCEA SUTEAU,France,MESANGER,-1.27699,47.42664,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0054402255,FR.CAED/14612.FACILITY
FR.CAED/31851.INSTALLATION,SCEA TAVARSON,France,CADEN,-2.27567,47.66089,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055600412,FR.CAED/31851.FACILITY
FR.CAED/14798.INSTALLATION,SCEA TEXIER,France,ST NICOLAS DU TERTRE,-2.19671,47.79814,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055603554,FR.CAED/14798.FACILITY
FR.CAED/14698.INSTALLATION,SCEA TOUCHET,France,LA ROUAUDIERE,-1.15606,47.85207,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055302009,FR.CAED/14698.FACILITY
FR.CAED/30884.INSTALLATION,SCEA TOUDIC ANDRE,France,QUEMPERVEN,-3.32656,48.72433,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052204955,FR.CAED/30884.FACILITY
FR.CAED/15035.INSTALLATION,SCEA TOUT EN PLUME,France,CHANTELOUP,-0.50353,46.76629,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057900202,FR.CAED/15035.FACILITY
FR.CAED/14695.INSTALLATION,SCEA TREMBLAIE (LA),France,PARNE SUR ROC,-0.67959,47.98267,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(iii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055301842,FR.CAED/14695.FACILITY
FR.CAED/14609.INSTALLATION,SCEA TREMBLAY,France,VARADES,-1.05366,47.40234,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0054402062,FR.CAED/14609.FACILITY
FR.CAED/15249.INSTALLATION,SCEA TROPIC'OEUF,France,La Plaine-des-Palmistes,55.60159,-21.15012,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0059700181,FR.CAED/15249.FACILITY
FR.CAED/31009.INSTALLATION,SCEA UIOU MAD,France,Louannec,-3.39073,48.79785,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052216052,FR.CAED/31009.FACILITY
FR.CAED/32373.INSTALLATION,SCEA ULRICH LAURENT,France,Schnersheim,7.58527,48.65691,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0056700621,FR.CAED/32373.FACILITY
FR.CAED/15207.INSTALLATION,SCEA VALLVONNE / M. CHAUVINEAU,France,Cloué,0.16865,46.4327,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0058600184,FR.CAED/15207.FACILITY
FR.CAED/14217.INSTALLATION,SCEA VERDIER VOLAILLES,France,Le Lesme,0.85412,48.90774,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052700338,FR.CAED/14217.FACILITY
FR.CAED/14667.INSTALLATION,SCEA VERRERIE (DE LA),France,LAIGNE,-0.86038,47.82688,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055300051,FR.CAED/14667.FACILITY
FR.CAED/32697.INSTALLATION,SCEA VIAUD,France,BOUFFERE,-1.36834,46.95137,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0058504039,FR.CAED/32697.FACILITY
FR.CAED/31204.INSTALLATION,SCEA VIGOUROUX,France,LENNON,-3.90049,48.208,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052901547,FR.CAED/31204.FACILITY
FR.CAED/14308.INSTALLATION,SCEA VIGOUROUX,France,PLOGASTEL ST GERMAIN,-4.24025,47.95431,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052902143,FR.CAED/14308.FACILITY
FR.CAED/14470.INSTALLATION,SCEA VILGAPORC,France,Gaël,-2.20789,48.14706,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053501146,FR.CAED/14470.FACILITY
FR.CAED/30895.INSTALLATION,SCEA VILLE BELLANGER,France,Ruca,-2.3299,48.56352,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052205084,FR.CAED/30895.FACILITY
FR.CAED/30695.INSTALLATION,SCEA VILLE BELLANGER,France,HENANSAL,-2.43394,48.56347,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052201410,FR.CAED/30695.FACILITY
FR.CAED/14090.INSTALLATION,SCEA VILLE BELLANGER,France,Hénansal,-2.4558,48.55039,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052201394,FR.CAED/14090.FACILITY
FR.CAED/16197.INSTALLATION,SCEA VILLENEUVE,France,ST ARROMAN,0.521,43.435,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053200955,FR.CAED/16197.FACILITY
FR.CAED/32106.INSTALLATION,SCEA VINCENT,France,GUER,-2.13249,47.90457,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055602968,FR.CAED/32106.FACILITY
FR.CAED/24164.INSTALLATION,SCEA VINCENT,France,Goudelin,-2.99616,48.61867,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052201132,FR.CAED/24164.FACILITY
FR.CAED/33092.INSTALLATION,SCEA VINCENT POMMIER,France,VARENNES,3.79854,47.90372,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0058900657,FR.CAED/33092.FACILITY
FR.CAED/15043.INSTALLATION,SCEA VINORION,France,Mauléon,-0.74093,46.93824,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057900268,FR.CAED/15043.FACILITY
FR.CAED/14676.INSTALLATION,SCEA VIVENSON,France,COSSE LE VIVIEN,-0.95902,47.94295,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055300791,FR.CAED/14676.FACILITY
FR.CAED/30886.INSTALLATION,SCEA VOGELS,France,Quessoy,-2.65776,48.42638,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052204977,FR.CAED/30886.FACILITY
FR.CAED/15044.INSTALLATION,SCEA VOL AU VENT,France,MAULEON,-0.78677,46.92411,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,decommissioned,2021,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057900271#/,FR.CAED/15044.FACILITY
FR.CAED/30210.INSTALLATION,SCEA VOLAILLES DU MOULIN,France,DAMPIERRE SUR MOIVRE,4.56192,48.89493,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005704796,FR.CAED/30210.FACILITY
FR.CAED/14955.INSTALLATION,SCEA VOLEMBERT,France,ST MICHEL DE CHAVAIGNES,0.57115,48.01833,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057201912,FR.CAED/14955.FACILITY
FR.CAED/14959.INSTALLATION,SCEA VOLEMBERT,France,THORIGNE SUR DUE,0.54731,48.01066,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057202199,FR.CAED/14959.FACILITY
FR.CAED/24060.INSTALLATION,SCEA WEXSTEEN DIDIER,France,Winnezeele,2.56803,50.8513,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003801843,FR.CAED/24060.FACILITY
FR.CAED/31995.INSTALLATION,SCEA YAR MAD,France,Ménéac,-2.43649,48.11679,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055601905,FR.CAED/31995.FACILITY
FR.CAED/30824.INSTALLATION,SCEA YLEGY,France,Plestan,-2.48322,48.39825,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052203648,FR.CAED/30824.FACILITY
FR.CAED/32171.INSTALLATION,SCEA YVAN JANVIER,France,ST MALO DES TROIS FONTAINES,-2.46529,48.00918,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0055603505,FR.CAED/32171.FACILITY
FR.CAED/6358.INSTALLATION,SCHREIBER FRANCE,France,CLERY LE PETIT,5.18026,49.366,6.4(c),"Treatment and processing of milk only, the quantity of milk received being greater than 200 tonnes per day (average value on an annual basis)",8(c),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0006207528,FR.CAED/6358.FACILITY
FR.CAED/10674.INSTALLATION,SCI BASLY 653,France,DOUAI,3.09315,50.38981,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0007000516,FR.CAED/10674.FACILITY
FR.CAED/342.INSTALLATION,SCICA ROYE DESHYDRATATION,France,NESLE,2.79545,49.70372,6.4(b)(ii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only vegetable raw materials with a finished product production capacity greater than 300 tonnes per day or 600 tonnes per day where the installation operates for a period of no more than 90 consecutive days in any year",1(c),decommissioned,2021,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005102507#/,FR.CAED/342.FACILITY
FR.CAED/14393.INSTALLATION,SCO (MONIQUE RANOU),France,ST EVARZEC,-4.00519,47.97557,6.4(b)(iii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from animal and vegetable raw materials, both in combined and separate products, with a finished product production capacity in tonnes per day greater than 75 if A is equal to 10 or more or, [300- (22,5 ? A)] in any other case, where ?A? is the portion of animal material (in percent of weight) of the finished product production capacity",8(b)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052903637,FR.CAED/14393.FACILITY
FR.CAED/31389.INSTALLATION,SCOAZEC FABIENNE,France,TREGUNC,-3.849,47.83292,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a)(i),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052904262,FR.CAED/31389.FACILITY
FR.CAED/13962.INSTALLATION,SDPR PROVENT - PRESSIAT,France,TREFFORT CUISIAT,5.35407,46.30631,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a)(ii),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0050100584,FR.CAED/13962.FACILITY
FR.CAED/14174.INSTALLATION,SE CHAVEGRAND SAS,France,MAISON FEYNE,1.67733,46.34499,6.4(b)(i),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only animal raw materials (other than exclusively milk) with a finished product production capacity greater than 75 tonnes per day",8(c),functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052300359,FR.CAED/14174.FACILITY
FR.CAED/32506.INSTALLATION,SEAC,France,CHALLANS,-1.8941,46.8451,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,,disused,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0058500644,FR.CAED/32506.FACILITY
FR.CAED/31093.INSTALLATION,SECANIM BRETAGNE,France,Arzano,-3.47027,47.8754,6.5,Disposal or recycling of animal carcases or animal waste with a treatment capacity exceeding 10 tonnes per day,,functional,2024,,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052900018,FR.CAED/31093.FACILITY
