InstallationInspireId,installationName,CountryName,City_of_Facility,Longitude,Latitude,IEDAnnexIMainActivity,IEDMainActivityName,EPRTRAnnexIMainActivity,installationStatus,reportingYear,dateOfStartOfOperation,permitURL,parent_facilityInspireId
AT.CAED/9008391028772.INSTALLATION,Brauerei,Austria,Salzburg,13.022278,47.794528,6.4(b)(ii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only vegetable raw materials with a finished product production capacity greater than 300 tonnes per day or 600 tonnes per day where the installation operates for a period of no more than 90 consecutive days in any year",8(b),functional,2024,,http://www.edm.gv.at,AT.CAED/9008390444337.FACILITY
AT.CAED/9008391831723.INSTALLATION,Ernest Fuchs KG,Austria,Groß Sankt Florian,15.279667,46.828972,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391714675.FACILITY
AT.CAED/9008391988489.INSTALLATION,Fleischverarbeitung Münzbach,Austria,Münzbach,14.716056,48.273194,6.4(b)(i),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only animal raw materials (other than exclusively milk) with a finished product production capacity greater than 75 tonnes per day",8(b),functional,2024,,http://www.edm.gv.at,AT.CAED/9008391988526.FACILITY
AT.CAED/9008391942368.INSTALLATION,Fleischwarenherstellung,Austria,Bad Leonfelden,14.295444,48.526389,6.4(b)(i),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only animal raw materials (other than exclusively milk) with a finished product production capacity greater than 75 tonnes per day",8(b),functional,2024,,http://www.edm.gv.at,AT.CAED/9008391942405.FACILITY
AT.CAED/9008391758020.INSTALLATION,Fondsgut,Austria,Lichtenwörth,16.349917,47.821861,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391757986.FACILITY
AT.CAED/9008391962809.INSTALLATION,Franz Rauch,Austria,Grabersdorf,15.837583,46.853167,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391962748.FACILITY
AT.CAED/9008391763901.INSTALLATION,Frsichei GmbH,Austria,Dobersberg,15.272833,48.900472,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391765370.FACILITY
AT.CAED/9008391034131.INSTALLATION,Futtermischanlage,Austria,"Klagenfurt,11.Bez.:St. Ruprecht",14.301306,46.606278,6.4(b)(ii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only vegetable raw materials with a finished product production capacity greater than 300 tonnes per day or 600 tonnes per day where the installation operates for a period of no more than 90 consecutive days in any year",8(b),functional,2024,,https://www.klagenfurt.at,AT.CAED/9008391034094.FACILITY
AT.CAED/9008392105830.INSTALLATION,Futtermittelherstellung,Austria,Pöchlarn,15.224722,48.2125,6.4(b)(ii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only vegetable raw materials with a finished product production capacity greater than 300 tonnes per day or 600 tonnes per day where the installation operates for a period of no more than 90 consecutive days in any year",8(b),functional,2024,,,AT.CAED/9008392106653.FACILITY
AT.CAED/9008391831822.INSTALLATION,GZR,Austria,Paldau,15.839778,46.958528,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391733706.FACILITY
AT.CAED/9008391291213.INSTALLATION,Geflügelhaltung,Austria,St. Paul im Lavanttal,14.845722,46.711889,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,https://www.ktn.gv.at/Verwaltung/Bezirke/BH-Wolfsberg/Amtstafel?nid=1344,AT.CAED/9008391291251.FACILITY
AT.CAED/9008391776376.INSTALLATION,Geflügelhof Hubinger GmbH,Austria,Pettenbach,14.036306,47.995167,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,http://www.edm.gv.at,AT.CAED/9008390974438.FACILITY
AT.CAED/9008391271161.INSTALLATION,Geflügelmast,Austria,St. Gertraud,14.936639,46.893278,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391271185.FACILITY
AT.CAED/9008391903024.INSTALLATION,Geflügelmast Mayer,Austria,Wolfsbach,14.652611,48.073028,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391902980.FACILITY
AT.CAED/9008391938149.INSTALLATION,Geflügelzucht,Austria,Hopfersbach,12.961028,48.132222,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,https://www.edm.gv.at,AT.CAED/9008391884088.FACILITY
AT.CAED/9008392575909.INSTALLATION,Geflügelzucht,Austria,Wanzenöd,14.487556,48.059833,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008392573134.FACILITY
AT.CAED/9008392186952.INSTALLATION,Getreidemühle,Austria,Schwechat,16.473056,48.144444,6.4(b)(iii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from animal and vegetable raw materials, both in combined and separate products, with a finished product production capacity in tonnes per day greater than 75 if A is equal to 10 or more or, [300- (22,5 ? A)] in any other case, where ?A? is the portion of animal material (in percent of weight) of the finished product production capacity",8(b),functional,2024,,,AT.CAED/9008392186990.FACILITY
AT.CAED/9008392391622.INSTALLATION,Getränkeherstellung,Austria,Frankenmarkt,13.429417,47.984028,6.4(b)(ii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only vegetable raw materials with a finished product production capacity greater than 300 tonnes per day or 600 tonnes per day where the installation operates for a period of no more than 90 consecutive days in any year",8(b),functional,2024,,http://www.edm.gv.at,AT.CAED/9008392394685.FACILITY
AT.CAED/9008391254959.INSTALLATION,Getränkeproduktion,Austria,Lauterach,9.733278,47.473028,6.4(b)(ii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only vegetable raw materials with a finished product production capacity greater than 300 tonnes per day or 600 tonnes per day where the installation operates for a period of no more than 90 consecutive days in any year",8(b),functional,2024,,,AT.CAED/9008390427989.FACILITY
AT.CAED/9008392594252.INSTALLATION,Getränkeproduktion,Austria,Lorch,14.462528,48.222556,6.4(b)(ii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only vegetable raw materials with a finished product production capacity greater than 300 tonnes per day or 600 tonnes per day where the installation operates for a period of no more than 90 consecutive days in any year",8(b),functional,2024,,http://www.edm.gv.at,AT.CAED/9008392556571.FACILITY
AT.CAED/9008391701279.INSTALLATION,Heimtiernahrungsfabrik,Austria,Bruck an der Leitha,16.79175,48.03475,6.4(b)(iii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from animal and vegetable raw materials, both in combined and separate products, with a finished product production capacity in tonnes per day greater than 75 if A is equal to 10 or more or, [300- (22,5 ? A)] in any other case, where ?A? is the portion of animal material (in percent of weight) of the finished product production capacity",8(b),functional,2024,,,AT.CAED/9008390679173.FACILITY
AT.CAED/9008391756378.INSTALLATION,Hühnerhaltung,Austria,Aschbach-Markt,14.742028,48.099472,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391756354.FACILITY
AT.CAED/9008391274346.INSTALLATION,INAKTIV Schlachtbetrieb,Austria,Straß in Steiermark,15.621972,46.729389,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,,AT.CAED/9008390941232.FACILITY
AT.CAED/9008391789956.INSTALLATION,Intensivtierhaltung,Austria,Aschbach-Markt,14.791389,48.093833,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391789918.FACILITY
AT.CAED/9008391799719.INSTALLATION,Intensivtierhaltung,Austria,Thürnbuch,14.632611,48.161833,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391799665.FACILITY
AT.CAED/9008391569633.INSTALLATION,Intensivtierhaltung,Austria,Hofing,15.852222,47.191111,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008390500095.FACILITY
AT.CAED/9008391789550.INSTALLATION,Intensivtierhaltung,Austria,Wolfsbach,14.683222,48.110944,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391789321.FACILITY
AT.CAED/9008391800231.INSTALLATION,Intensivtierhaltung,Austria,Schweinberg,14.737722,48.142833,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391800194.FACILITY
AT.CAED/9008391800347.INSTALLATION,Intensivtierhaltung,Austria,Thürnbuch,14.619056,48.165222,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391800309.FACILITY
AT.CAED/9008391817338.INSTALLATION,Intensivtierhaltung,Austria,Haag,14.610389,48.120694,6.6(b),"Intensive rearing of pigs with more than 2,000 places for production pigs (over 30 kg)",7(a),functional,2024,,,AT.CAED/9008391817291.FACILITY
AT.CAED/9008391789840.INSTALLATION,Intensivtierhaltung,Austria,Oberaschbach,14.7435,48.084306,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391789802.FACILITY
AT.CAED/9008391790068.INSTALLATION,Intensivtierhaltung,Austria,Eigendorf,15.486972,48.167083,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391790020.FACILITY
AT.CAED/9008391800125.INSTALLATION,Intensivtierhaltung,Austria,Diendorf,15.846361,48.272056,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391799979.FACILITY
AT.CAED/9008391789734.INSTALLATION,Intensivtierhaltung,Austria,Wanzenöd,14.472611,48.043194,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391789697.FACILITY
AT.CAED/9008391773054.INSTALLATION,Intensivtierhaltung,Austria,Seitenstetten,14.637611,48.033139,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391773016.FACILITY
AT.CAED/9008391773214.INSTALLATION,Intensivtierhaltung,Austria,St. Michael am Bruckbach,14.633861,48.037194,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391773153.FACILITY
AT.CAED/9008391817444.INSTALLATION,Intensivtierhaltung,Austria,Katzelsdorf,16.785806,48.679944,6.6(c),Intensive rearing of pigs with more than 750 places for sows,7(a),functional,2024,,,AT.CAED/9008391817406.FACILITY
AT.CAED/9008391790150.INSTALLATION,Intensivtierhaltung,Austria,Wallsee,14.700361,48.121056,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391790112.FACILITY
AT.CAED/9008391817598.INSTALLATION,Intensivtierhaltung,Austria,St. Johann in Engstetten,14.622694,48.07825,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391817536.FACILITY
AT.CAED/9008392495627.INSTALLATION,Intensivtierhaltung,Austria,Fehring,16.072167,46.943278,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,,AT.CAED/9008392495504.FACILITY
AT.CAED/9008391936510.INSTALLATION,Intensivtierhaltung Mair Herbert,Austria,Atzbach,13.736944,48.077417,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,https://www.edm.gv.at,AT.CAED/9008391935162.FACILITY
AT.CAED/9008391992516.INSTALLATION,Johann Titz KG,Austria,Radersdorf,15.721833,46.994528,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391992479.FACILITY
AT.CAED/9008391939504.INSTALLATION,Kartoffelverarbeitung,Austria,Gmünd,14.977472,48.762417,6.4(b)(iii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from animal and vegetable raw materials, both in combined and separate products, with a finished product production capacity in tonnes per day greater than 75 if A is equal to 10 or more or, [300- (22,5 ? A)] in any other case, where ?A? is the portion of animal material (in percent of weight) of the finished product production capacity",8(b),functional,2024,,,AT.CAED/9008391914778.FACILITY
AT.CAED/9008391256052.INSTALLATION,Käserei,Austria,Schwerting,12.964528,48.004306,6.4(c),"Treatment and processing of milk only, the quantity of milk received being greater than 200 tonnes per day (average value on an annual basis)",8(c),functional,2024,,http://www.edm.gv.at,AT.CAED/9008391255994.FACILITY
AT.CAED/9008390948507.INSTALLATION,Käserei,Austria,Feldkirchen bei Mattighofen,13.054444,48.085278,6.4(c),"Treatment and processing of milk only, the quantity of milk received being greater than 200 tonnes per day (average value on an annual basis)",8(c),functional,2024,,http://www.edm.gv.at,AT.CAED/9008390948484.FACILITY
AT.CAED/9008391231271.INSTALLATION,Käserei - IPPC,Austria,Voitsberg,15.163194,47.039667,6.4(c),"Treatment and processing of milk only, the quantity of milk received being greater than 200 tonnes per day (average value on an annual basis)",8(c),functional,2024,,,AT.CAED/9008390397602.FACILITY
AT.CAED/9008391986768.INSTALLATION,Lebensmittelherstellung,Austria,Attnang-Puchheim,13.71725,47.996694,6.4(b)(iii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from animal and vegetable raw materials, both in combined and separate products, with a finished product production capacity in tonnes per day greater than 75 if A is equal to 10 or more or, [300- (22,5 ? A)] in any other case, where ?A? is the portion of animal material (in percent of weight) of the finished product production capacity",8(b),functional,2024,,http://www.edm.gv.at,AT.CAED/9008391986720.FACILITY
AT.CAED/9008390956359.INSTALLATION,Lederproduktion,Austria,Feldbach,15.902722,46.954167,6.3,Tanning of hides and skins where the treatment capacity exceeds 12 tonnes of finished products per day,9(b),functional,2024,,,AT.CAED/9008390956366.FACILITY
AT.CAED/9008390955765.INSTALLATION,Leimleder,Austria,Jennersdorf,16.139,46.931222,6.5,Disposal or recycling of animal carcases or animal waste with a treatment capacity exceeding 10 tonnes per day,5(e),functional,2024,,http://www.burgenland.at/service/bekanntmachungen/kundmachungen/,AT.CAED/9008390484395.FACILITY
AT.CAED/9008392243365.INSTALLATION,Mauerhofer Frischeier GesmbH Standort Maieregg,Austria,Blaindorf,15.889694,47.182667,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008392243327.FACILITY
AT.CAED/9008391184744.INSTALLATION,Molkerei,Austria,Gmunden,13.790583,47.930833,6.4(c),"Treatment and processing of milk only, the quantity of milk received being greater than 200 tonnes per day (average value on an annual basis)",8(c),functional,2024,,http://www.edm.gv.at,AT.CAED/9008390925782.FACILITY
AT.CAED/9008391658382.INSTALLATION,Molkerei,Austria,Baden,16.227056,47.991806,6.4(c),"Treatment and processing of milk only, the quantity of milk received being greater than 200 tonnes per day (average value on an annual basis)",8(c),functional,2024,,,AT.CAED/9008390483183.FACILITY
AT.CAED/9008391028819.INSTALLATION,Molkerei,Austria,Salzburg,13.041611,47.819639,6.4(c),"Treatment and processing of milk only, the quantity of milk received being greater than 200 tonnes per day (average value on an annual basis)",8(c),functional,2024,,,AT.CAED/9008390418321.FACILITY
AT.CAED/9008391283058.INSTALLATION,Molkerei,Austria,Wörgl,12.084944,47.490972,6.4(c),"Treatment and processing of milk only, the quantity of milk received being greater than 200 tonnes per day (average value on an annual basis)",8(c),functional,2024,,http://www.tirol.gv.at/bh-kufstein,AT.CAED/9008391636175.FACILITY
AT.CAED/9008391236405.INSTALLATION,Molkerei,Austria,"Klagenfurt,01.Bez.:Innere Stadt",14.307528,46.602583,6.4(c),"Treatment and processing of milk only, the quantity of milk received being greater than 200 tonnes per day (average value on an annual basis)",8(c),functional,2024,,https://www.klagenfurt.at,AT.CAED/9008390484982.FACILITY
AT.CAED/9008391831020.INSTALLATION,Molkerei,Austria,Maishofen,12.802694,47.362083,6.4(c),"Treatment and processing of milk only, the quantity of milk received being greater than 200 tonnes per day (average value on an annual basis)",8(c),functional,2024,,http://www.edm.gv.at,AT.CAED/9008391825852.FACILITY
AT.CAED/9008391616719.INSTALLATION,Molkerei,Austria,Knittelfeld,14.823694,47.215972,6.4(c),"Treatment and processing of milk only, the quantity of milk received being greater than 200 tonnes per day (average value on an annual basis)",8(c),functional,2024,,,AT.CAED/9008390415863.FACILITY
AT.CAED/9008391468332.INSTALLATION,Molkerei Aschbach -Milchverarbeitung,Austria,Aschbach-Markt,14.763139,48.073278,6.4(c),"Treatment and processing of milk only, the quantity of milk received being greater than 200 tonnes per day (average value on an annual basis)",8(c),functional,2024,,,AT.CAED/9008391215608.FACILITY
AT.CAED/9008391027119.INSTALLATION,Molkerei IPPC Anlage,Austria,Edling,13.483333,46.783333,6.4(c),"Treatment and processing of milk only, the quantity of milk received being greater than 200 tonnes per day (average value on an annual basis)",8(c),functional,2024,,,AT.CAED/9008390393420.FACILITY
AT.CAED/9008392580095.INSTALLATION,Mühle,Austria,Grieskirchen,13.824056,48.235806,6.4(b)(ii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only vegetable raw materials with a finished product production capacity greater than 300 tonnes per day or 600 tonnes per day where the installation operates for a period of no more than 90 consecutive days in any year",8(b),functional,2024,,http://www.edm.gv.at,AT.CAED/9008392580118.FACILITY
AT.CAED/9008391632061.INSTALLATION,Nahrungsmittelerzeugung,Austria,Rankweil,9.637056,47.268528,6.4(b)(ii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only vegetable raw materials with a finished product production capacity greater than 300 tonnes per day or 600 tonnes per day where the installation operates for a period of no more than 90 consecutive days in any year",8(b),functional,2024,,,AT.CAED/9008390514412.FACILITY
AT.CAED/9008391632429.INSTALLATION,Nahrungsmittelerzeugung,Austria,Nüziders,9.778056,47.173889,6.4(b)(ii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only vegetable raw materials with a finished product production capacity greater than 300 tonnes per day or 600 tonnes per day where the installation operates for a period of no more than 90 consecutive days in any year",8(b),functional,2024,,,AT.CAED/9008390510346.FACILITY
AT.CAED/9008391831594.INSTALLATION,Paier-Geflügelmast KG,Austria,Breitenbuch,15.674056,46.974611,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391824138.FACILITY
AT.CAED/9008391604044.INSTALLATION,Produktionsanlage,Austria,Pischelsdorf,15.952833,48.334889,6.4(b)(ii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only vegetable raw materials with a finished product production capacity greater than 300 tonnes per day or 600 tonnes per day where the installation operates for a period of no more than 90 consecutive days in any year",4(a),functional,2024,,,AT.CAED/9008390970034.FACILITY
AT.CAED/9008391627722.INSTALLATION,Produktionsanlagen  mit Energieanlagen,Austria,Wulzeshofen,16.278111,48.72125,6.4(b)(ii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only vegetable raw materials with a finished product production capacity greater than 300 tonnes per day or 600 tonnes per day where the installation operates for a period of no more than 90 consecutive days in any year",8(b),functional,2024,,,AT.CAED/9008390402368.FACILITY
AT.CAED/9008392470761.INSTALLATION,Rauch Karl,Austria,Paldau,15.786639,46.949194,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008392470723.FACILITY
AT.CAED/9008391092575.INSTALLATION,SARIA GmbH Verarbeitung tierischer Nebenprodukte Kat. 1 & 3,Austria,Tulln an der Donau,16.052667,48.361139,6.5,Disposal or recycling of animal carcases or animal waste with a treatment capacity exceeding 10 tonnes per day,5(e),functional,2024,,,AT.CAED/9008391747093.FACILITY
AT.CAED/9008392321643.INSTALLATION,Salzger Hermine,Austria,Wies,15.213056,46.709722,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008392349548.FACILITY
AT.CAED/9008391960218.INSTALLATION,Schlacht und Zerlegebetrieb Zeilinger,Austria,Adlwang,14.221111,48.001889,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,,AT.CAED/9008391975168.FACILITY
AT.CAED/9008392066728.INSTALLATION,Schlachtanlage,Austria,Ruprechtshofen,15.257861,48.150333,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,,AT.CAED/9008392062737.FACILITY
AT.CAED/9008391241096.INSTALLATION,Schlachtanlage Utzenaich,Austria,Utzenaich,13.462306,48.276361,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,http://www.edm.gv.at,AT.CAED/9008390356005.FACILITY
AT.CAED/9008391274384.INSTALLATION,Schlachtbetrieb,Austria,Wolfsberg im Schwarzautal,15.658222,46.846,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,,AT.CAED/9008390973189.FACILITY
AT.CAED/9008391274124.INSTALLATION,Schlachtbetrieb,Austria,Rohr an der Raab,15.811056,46.976194,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,,AT.CAED/9008390973172.FACILITY
AT.CAED/9008391569794.INSTALLATION,Schlachtbetrieb,Austria,"Graz,05.Bez.:Gries",15.434889,47.053306,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,,AT.CAED/9008390929490.FACILITY
AT.CAED/9008391630654.INSTALLATION,Schlachtbetrieb,Austria,Diesseits,13.437278,48.282583,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,http://www.edm.gv.at,AT.CAED/9008390902943.FACILITY
AT.CAED/9008391569756.INSTALLATION,Schlachtbetrieb,Austria,Jagerberg,15.724556,46.852694,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,,AT.CAED/9008390964545.FACILITY
AT.CAED/9008391028727.INSTALLATION,Schlachtbetrieb,Austria,Salzburg,13.01375,47.845444,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,,AT.CAED/9008390968475.FACILITY
AT.CAED/9008390949924.INSTALLATION,Schlachtbetrieb,Austria,Pfaffstätt,13.141056,48.074583,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,http://www.edm.gv.at,AT.CAED/9008390949948.FACILITY
AT.CAED/9008391630616.INSTALLATION,Schlachtbetrieb,Austria,Lambrechten,13.526806,48.319056,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),decommissioned,2022,,http://www.edm.gv.at,AT.CAED/9008390413227.FACILITY
AT.CAED/9008391648000.INSTALLATION,Schlachtbetrieb,Austria,Aisting,14.583139,48.260167,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,http://www.edm.gv.at,AT.CAED/9008390972977.FACILITY
AT.CAED/9008391877325.INSTALLATION,Schlachthaus,Austria,Ried im Traunkreis,14.055306,48.031417,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,https://www.edm.gv.at,AT.CAED/9008391704744.FACILITY
AT.CAED/9008391202523.INSTALLATION,Schlachthof,Austria,Linz,14.302472,48.312778,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,http://www.edm.gv.at,AT.CAED/9008390932193.FACILITY
AT.CAED/9008391632580.INSTALLATION,Schlachthof,Austria,Gauderndorf,15.825472,48.658333,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,,AT.CAED/9008390527757.FACILITY
AT.CAED/9008391249245.INSTALLATION,Schlachthof,Austria,"Klagenfurt,01.Bez.:Innere Stadt",14.305556,46.622222,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,https://www.klagenfurt.at,AT.CAED/9008391249269.FACILITY
AT.CAED/9008391204572.INSTALLATION,Schlachthof,Austria,Kirchberg an der Raab,15.801111,46.969722,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,,AT.CAED/9008390414309.FACILITY
AT.CAED/9008392130931.INSTALLATION,Schlachthof,Austria,Pichl b.Wels,13.90225,48.182861,6.4(a),Operating slaughterhouses with a carcass production capacity greater than 50 tonnes per day,8(a),functional,2024,,http://www.edm.gv.at,AT.CAED/9008392130955.FACILITY
AT.CAED/9008391860662.INSTALLATION,Schweinemast,Austria,Sankt Georgen an der Stiefing,15.6215,46.8905,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391860624.FACILITY
AT.CAED/9008390949511.INSTALLATION,Stärkeproduktion,Austria,Aschach an der Donau,14.010611,48.360222,6.4(b)(ii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from only vegetable raw materials with a finished product production capacity greater than 300 tonnes per day or 600 tonnes per day where the installation operates for a period of no more than 90 consecutive days in any year",8(b),functional,2024,,http://www.edm.gv.at,AT.CAED/9008390949528.FACILITY
AT.CAED/9008391962298.INSTALLATION,Tierfutterproduktion,Austria,Pöttelsdorf,16.437444,47.762361,6.4(b)(iii),"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed from animal and vegetable raw materials, both in combined and separate products, with a finished product production capacity in tonnes per day greater than 75 if A is equal to 10 or more or, [300- (22,5 ? A)] in any other case, where ?A? is the portion of animal material (in percent of weight) of the finished product production capacity",,functional,2024,,http://www.burgenland.at/service/bekanntmachungen/kundmachungen/,AT.CAED/9008391944621.FACILITY
AT.CAED/9008391569671.INSTALLATION,Tierkörperverwertungsanlage,Austria,Gabersdorf,15.579806,46.751833,6.5,Disposal or recycling of animal carcases or animal waste with a treatment capacity exceeding 10 tonnes per day,5(e),functional,2024,,,AT.CAED/9008390509067.FACILITY
AT.CAED/9008391251125.INSTALLATION,Tierkörperverwertungsanlage,Austria,Regau,13.696333,47.995889,6.5,Disposal or recycling of animal carcases or animal waste with a treatment capacity exceeding 10 tonnes per day,5(e),functional,2024,,http://www.edm.gv.at,AT.CAED/9008390942376.FACILITY
AT.CAED/9008391627302.INSTALLATION,Tierkörperverwertungsanlage,Austria,Unterfrauenhaid,16.477111,47.561778,6.5,Disposal or recycling of animal carcases or animal waste with a treatment capacity exceeding 10 tonnes per day,5(e),functional,2024,,http://www.burgenland.at/service/bekanntmachungen/kundmachungen/,AT.CAED/9008390509487.FACILITY
AT.CAED/9008391862093.INSTALLATION,Voller Geflügel,Austria,Sankt Stefan im Rosental,15.691861,46.888889,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",7(a),functional,2024,,,AT.CAED/9008391862055.FACILITY
AT.CAED/9008392522996.INSTALLATION,WN Frischei,Austria,Wiener Neustadt,16.265056,47.794528,6.6(a),"Intensive rearing of poultry with more than 40,000 places for poultry",,functional,2024,,,AT.CAED/9008392522897.FACILITY
