a_key,a_source,a_name,a_address,a_id,b_key,b_source,b_name,b_address,b_id,country,name_score,metres_apart,reason,decision
us_fsis_mpi:M40373+P40373+V40373,us_fsis_mpi,"Lineage Logistics Bedford Park 1, LLC","7035 W. 65th Street, Bedford Park, IL",M40373+P40373+V40373,us_fsis_mpi:V3347,us_fsis_mpi,"Lineage Logistics, LLC","6901 W. 65th Street, Bedford Park, IL",V3347,USA,0.5,231,231 m apart,
us_fsis_mpi:M19339+P19339+V19339,us_fsis_mpi,Vanee Foods Company,"2759 South 25th Ave., Broadview, IL",M19339+P19339+V19339,us_fsis_mpi:V1297A,us_fsis_mpi,Vanee Foods Company,"2750 S. 25th Avenue, Broadview, IL",V1297A,USA,1.0,254,254 m apart,
us_fsis_mpi:M31932+P31932,us_fsis_mpi,Certified Meat Products,"4586 E. Commerce, Fresno, CA",M31932+P31932,us_fsis_mpi:M31932A+P31932A,us_fsis_mpi,Certified Meat Products,"2704 S. Maple Avenue, Fresno, CA",M31932A+P31932A,USA,1.0,396,396 m apart,
us_fsis_mpi:M19652+P19652,us_fsis_mpi,Swift Beef Company,"920 North 7th Avenue, Greeley, CO",M19652+P19652,us_fsis_mpi:M969+V969,us_fsis_mpi,Swift Beef Company,"800 N. 8th Avenue, Greeley, CO",M969+V969,USA,1.0,266,266 m apart,
us_fsis_mpi:M19692+P19692,us_fsis_mpi,"AdvancePierre Foods, Inc.","4929 East Willow, Enid, OK",M19692+P19692,us_fsis_mpi:M2260E+P2260E+V2260E,us_fsis_mpi,"AdvancePierre Foods, Inc.","5110 Enterprise Blvd, Enid, OK",M2260E+P2260E+V2260E,USA,1.0,294,294 m apart,
us_fsis_mpi:M19692+P19692,us_fsis_mpi,"AdvancePierre Foods, Inc.","4929 East Willow, Enid, OK",M19692+P19692,us_fsis_mpi:M40193+P40193+V40193,us_fsis_mpi,"AdvancePierre Foods, Inc.","5109 E. Willow, Enid, OK",M40193+P40193+V40193,USA,1.0,370,370 m apart,
us_fsis_mpi:M19719+P19719,us_fsis_mpi,Twin Rivers Foods,"201 North 2nd Street, Fort Smith, AR",M19719+P19719,us_fsis_mpi:M19719E+P19719E,us_fsis_mpi,Twin Rivers Foods,"124 North E Street, Ft. Smith, AR",M19719E+P19719E,USA,1.0,302,302 m apart,
us_fsis_mpi:M19821+P19821,us_fsis_mpi,"West Liberty Foods, LLC R&D Pilot Plant","603 East A St., West Liberty, IA",M19821+P19821,us_fsis_mpi:M5533+P5533+V5533,us_fsis_mpi,"West Liberty Foods, LLC","207 W. Second Street, West Liberty, IA",M5533+P5533+V5533,USA,0.667,913,913 m apart,
us_fsis_mpi:M19829+P19829,us_fsis_mpi,"Perfect Pasta, Inc.","31 Fairbank Street (Unit A), Addison, IL",M19829+P19829,us_fsis_mpi:M19829J+P19829J,us_fsis_mpi,"Perfect Pasta, Inc.","1405 Jeffrey Ln, Addison, IL",M19829J+P19829J,USA,1.0,1217,1217 m apart,
us_fsis_mpi:M19887+P19887,us_fsis_mpi,"WILD Flavors, Inc.","1261 Pacific Avenue, Erlanger, KY",M19887+P19887,us_fsis_mpi:M19887A+P19887A,us_fsis_mpi,"WILD Flavors, Inc","4283 Olympic Blvd, Erlanger, KY",M19887A+P19887A,USA,1.0,843,843 m apart,
us_fsis_mpi:M20722+P20722+V20722,us_fsis_mpi,JBS Prepared Foods,"2650 23rd Ave, Council Bluffs, IA",M20722+P20722+V20722,us_fsis_mpi:M26C+P26C,us_fsis_mpi,JBS Prepared Foods,"3210 21st Avenue, Council Bluffs, IA",M26C+P26C,USA,1.0,799,799 m apart,
us_fsis_mpi:M20758+P20758,us_fsis_mpi,"Truvant, LLC","305 First Street, Boscobel, WI",M20758+P20758,us_fsis_mpi:M45256+P45256,us_fsis_mpi,"Truvant Foods NA, LLC","801 E. Prairie St., Boscobel, WI",M45256+P45256,USA,0.5,237,237 m apart,
us_fsis_mpi:M20758+P20758,us_fsis_mpi,"Truvant, LLC","305 First Street, Boscobel, WI",M20758+P20758,us_fsis_mpi:V20758A,us_fsis_mpi,Truvant Foods NA LLC,"305 Johnson ST, Boscobel, WI",V20758A,USA,0.5,553,553 m apart,
us_fsis_mpi:M45256+P45256,us_fsis_mpi,"Truvant Foods NA, LLC","801 E. Prairie St., Boscobel, WI",M45256+P45256,us_fsis_mpi:V20758A,us_fsis_mpi,Truvant Foods NA LLC,"305 Johnson ST, Boscobel, WI",V20758A,USA,1.0,578,578 m apart,
us_fsis_mpi:M21061,us_fsis_mpi,Damn Good Foods Inc.,"1002 Hudson Ave., Stillwater, NY",M21061,us_fsis_mpi:M21061A+P21061A,us_fsis_mpi,Damn Good Foods Inc.,"7 Tent Lane, Stillwater, NY",M21061A+P21061A,USA,1.0,1054,1054 m apart,
us_fsis_mpi:M21188+P21188,us_fsis_mpi,Slagel Slaughter,"103 E. Krack St., Forrest, IL",M21188+P21188,us_fsis_mpi:M46248+P46248,us_fsis_mpi,"Slagel Family Meats, Inc.","117 W Krack Street, Forrest, IL",M46248+P46248,USA,0.5,104,104 m apart,
us_fsis_mpi:M21263+P20214+V21263,us_fsis_mpi,Wayne Farms LLC,"100 Plugs Drive, Decatur, AL",M21263+P20214+V21263,us_fsis_mpi:M46394+P46394+V46394,us_fsis_mpi,Wayne Farms LLC,"114 Plugs Drive, Decatur, AL",M46394+P46394+V46394,USA,1.0,490,490 m apart,
us_fsis_mpi:M21263+P20214+V21263,us_fsis_mpi,Wayne Farms LLC,"100 Plugs Drive, Decatur, AL",M21263+P20214+V21263,us_fsis_mpi:P1235,us_fsis_mpi,Wayne Farms LLC,"254 Ipsco Street, Decatur, AL",P1235,USA,1.0,675,675 m apart,
us_fsis_mpi:M33890+P33885,us_fsis_mpi,Wayne Farms LLC,"112 Plugs Drive, Decatur, AL",M33890+P33885,us_fsis_mpi:M46394+P46394+V46394,us_fsis_mpi,Wayne Farms LLC,"114 Plugs Drive, Decatur, AL",M46394+P46394+V46394,USA,1.0,592,592 m apart,
us_fsis_mpi:M33890+P33885,us_fsis_mpi,Wayne Farms LLC,"112 Plugs Drive, Decatur, AL",M33890+P33885,us_fsis_mpi:P1235,us_fsis_mpi,Wayne Farms LLC,"254 Ipsco Street, Decatur, AL",P1235,USA,1.0,789,789 m apart,
us_fsis_mpi:M46394+P46394+V46394,us_fsis_mpi,Wayne Farms LLC,"114 Plugs Drive, Decatur, AL",M46394+P46394+V46394,us_fsis_mpi:P1235,us_fsis_mpi,Wayne Farms LLC,"254 Ipsco Street, Decatur, AL",P1235,USA,1.0,603,603 m apart,
us_fsis_mpi:V1670,us_fsis_mpi,"Lineage Logistics, LLC","4000 West Military Highway, McAllen, TX",V1670,us_fsis_mpi:V17497,us_fsis_mpi,"Lineage Logistics, LLC","6800 S. Ware Road, McAllen, TX",V17497,USA,1.0,856,856 m apart,
us_fsis_mpi:M21930I+P21930I+V21930I,us_fsis_mpi,Fresh Mark Cold Storage,"950 Cloverleaf St. SE, Massillon, OH",M21930I+P21930I+V21930I,us_fsis_mpi:M31+P31,us_fsis_mpi,Fresh Mark Massillon,"1888 Southway S.E., Massillon, OH",M31+P31,USA,0.4,633,633 m apart,
us_fsis_mpi:M2255,us_fsis_mpi,Lone Star Beef Processors,"2150 East 37th Street, San Angelo, TX",M2255,us_fsis_mpi:V34249,us_fsis_mpi,"Lone Star Beef Processors, L.P.","3502 Pruitt Drive, San Angelo, TX",V34249,USA,1.0,381,381 m apart,
us_fsis_mpi:V18802,us_fsis_mpi,"Americold Logistics, LLC","500 SR 324 South, Russellville, AR",V18802,us_fsis_mpi:V3478,us_fsis_mpi,Americold Logistics,"300 S. El Mira Avenue, Russellville, AR",V3478,USA,1.0,1073,1073 m apart,
us_fsis_mpi:M410,us_fsis_mpi,"Green Bay Dressed Beef, LLC","544 Acme Street, Green Bay, WI",M410,us_fsis_mpi:V410A,us_fsis_mpi,Green Bay Dressed Beef Cold Storage,"443 Henry Street, Green Bay, WI",V410A,USA,0.667,315,315 m apart,
us_fsis_mpi:V3365,us_fsis_mpi,"Green Bay Dressed Beef, Inc.","544 Acme Street, Green Bay, WI",V3365,us_fsis_mpi:V410A,us_fsis_mpi,Green Bay Dressed Beef Cold Storage,"443 Henry Street, Green Bay, WI",V410A,USA,0.667,315,315 m apart,
us_fsis_mpi:M2748+P2748,us_fsis_mpi,Quaker Maid Meats Inc.,"520 Carroll Street, Reading, PA",M2748+P2748,us_fsis_mpi:M2748A+P2748A,us_fsis_mpi,Quaker Maid Meats,"650 Morgantown Road, Reading, PA",M2748A+P2748A,USA,1.0,448,448 m apart,
us_fsis_mpi:M2910+P2910,us_fsis_mpi,Superior Foods Company,"4243 Broadmoor Avenue S.E., Kentwood, MI",M2910+P2910,us_fsis_mpi:M2910A+P2910A,us_fsis_mpi,Superior Foods Company,"4778 Broadmoore Ave SE, Kentwood, MI",M2910A+P2910A,USA,1.0,1316,1316 m apart,
us_fsis_mpi:M32029+P32029+V32029,us_fsis_mpi,Kiolbassa Provision Company Inc.,"1325 S. Brazos, San Antonio, TX",M32029+P32029+V32029,us_fsis_mpi:M32029A+P32029A+V32029A,us_fsis_mpi,Kiolbassa Provision Company,"1545 South San Marcos, San Antonio, TX",M32029A+P32029A+V32029A,USA,1.0,533,533 m apart,
us_fsis_mpi:M6232+P6232+V6232,us_fsis_mpi,"Ready Foods, Inc.","4000 Dahlia St, Denver, CO",M6232+P6232+V6232,us_fsis_mpi:M6232B+P6232B,us_fsis_mpi,Ready Foods,"5905 East 42nd Avenue, Denver, CO",M6232B+P6232B,USA,1.0,1053,1053 m apart,
us_fsis_mpi:M31566+P31566,us_fsis_mpi,Monogram Gourmet Foods,"330 Ballardvale Street, Willmington, MA",M31566+P31566,us_fsis_mpi:M31566A+P31566A,us_fsis_mpi,Monogram Foods,"301 Ballardvale Street, Wilmington, MA",M31566A+P31566A,USA,0.5,194,194 m apart,
us_fsis_mpi:M31750A+P31750A,us_fsis_mpi,"Nuovo Pasta Productions, Ltd.","1330 Honeyspot Rd., Ext., Stratford, CT",M31750A+P31750A,us_fsis_mpi:M31750B+P31750B,us_fsis_mpi,"Nuovo Pasta Productions, Ltd.","350 Long Beach Blvd, Stratford, CT",M31750B+P31750B,USA,1.0,456,456 m apart,
us_fsis_mpi:M31750B+P31750B,us_fsis_mpi,"Nuovo Pasta Productions, Ltd.","350 Long Beach Blvd, Stratford, CT",M31750B+P31750B,us_fsis_mpi:V31750A,us_fsis_mpi,"Nuovo Pasta Productions, Ltd.","1330 Honeyspot Road Ext, Stratford, CT",V31750A,USA,1.0,456,456 m apart,
us_fsis_mpi:M8570+P8570,us_fsis_mpi,"Ragozzino Foods, Inc","10 Ames Avenue, Meriden, CT",M8570+P8570,us_fsis_mpi:M8570A+P8570A+V8570A,us_fsis_mpi,"Ragozzino Foods, Inc.","71 Chamberlain Highway, Meriden, CT",M8570A+P8570A+V8570A,USA,1.0,312,312 m apart,
us_fsis_mpi:M31999+P31999,us_fsis_mpi,Thompson Farms Country Cured Meats,"2538 Dixie Rd, Dixie, GA",M31999+P31999,us_fsis_mpi:M31999A,us_fsis_mpi,Thompson Farms,"2538 Dixie Road, Dixie, GA",M31999A,USA,0.5,0,0 m apart,
us_fsis_mpi:M332R,us_fsis_mpi,FPL Food LLC,"121 Roseway Drive, Thomasville, GA",M332R,us_fsis_mpi:M332T+P332T,us_fsis_mpi,"FPL Food, LLC","131 Roseway Drive, Thomasville, GA",M332T+P332T,USA,1.0,429,429 m apart,
us_fsis_mpi:M33928+P33928+V33928,us_fsis_mpi,"Lockwood Packing CO, LLC","511 W 6th Street, Lockwood, MO",M33928+P33928+V33928,us_fsis_mpi:M33928A+P33928A+V33928A,us_fsis_mpi,"Lockwood Packing CO, LLC","410 Park Street, Lockwood, MO",M33928A+P33928A+V33928A,USA,1.0,468,468 m apart,
us_fsis_mpi:M48098E+P48098E,us_fsis_mpi,Mistica Foods LLC,"3601 Runge Street, Franklin Park, IL",M48098E+P48098E,us_fsis_mpi:M48098N+P48098N,us_fsis_mpi,Mistica Foods LLC,"11010 Addison Ave, Franklin Park, IL",M48098N+P48098N,USA,1.0,797,797 m apart,
us_fsis_mpi:M34272+P34272,us_fsis_mpi,Vigil's Beef Jerky,"7625 2nd Street NW, Albuquerque, NM",M34272+P34272,us_fsis_mpi:M34408+P34408,us_fsis_mpi,Delicious Beef Jerky,"6801 4th Street NW, Albuquerque, NM",M34408+P34408,USA,0.5,1175,1175 m apart,
us_fsis_mpi:M978+V978,us_fsis_mpi,"John Volpi & Company, Inc.","5263 Northrup Avenue, St Louis, MO",M978+V978,us_fsis_mpi:M978C,us_fsis_mpi,"John Volpi & Co, Inc","5254 Daggett Avenue, St. Louis, MO",M978C,USA,1.0,453,453 m apart,
us_fsis_mpi:M978C,us_fsis_mpi,"John Volpi & Co, Inc","5254 Daggett Avenue, St. Louis, MO",M978C,us_fsis_mpi:M978N,us_fsis_mpi,"John Volpi & Company, Inc.","1708 Edwards, St. Louis, MO",M978N,USA,1.0,344,344 m apart,
us_fsis_mpi:M3W+V3W,us_fsis_mpi,Swift Pork Company,"1700 MN-60 NE, Worthington, MN",M3W+V3W,us_fsis_mpi:V3131,us_fsis_mpi,Swift Pork Company,"2626 Polar Road, Worthington, MN",V3131,USA,1.0,782,782 m apart,
us_fsis_mpi:P1353,us_fsis_mpi,Pilgrim's Pride Corporation,"1591 Broad Street, Chattanooga, TN",P1353,us_fsis_mpi:P6719+V6719,us_fsis_mpi,Pilgrim's Pride Corporation,"1300 Market St, Chattanooga, TN",P6719+V6719,USA,1.0,820,820 m apart,
us_fsis_mpi:V47932,us_fsis_mpi,Coastal Pacific Food Distributors,"1520 E. Mission Blvd., Ontario, CA",V47932,us_fsis_mpi:V47932A,us_fsis_mpi,Coastal Pacific Food Distributors,"1320 S. Baker Avenue, Ontario, CA",V47932A,USA,1.0,355,355 m apart,
us_fsis_mpi:M44870+P44870,us_fsis_mpi,"Rana Meal Solutions, LLC","550 Spitzer Rd., Bartlett, IL",M44870+P44870,us_fsis_mpi:M45571+P45571+V45571,us_fsis_mpi,Rana Meal Solutions,"1320 Brewster Creek Blvd., Barlett, IL",M45571+P45571+V45571,USA,1.0,548,548 m apart,
us_fsis_mpi:M45191,us_fsis_mpi,"Abner Snack Foods, Inc.","27926 School Street, Bell City, MO",M45191,us_fsis_mpi:M45927,us_fsis_mpi,"Abner Snack Foods, Inc.","25157 Walnut St., Bell City, MO",M45927,USA,1.0,301,301 m apart,
us_fsis_mpi:M791+P791+V791,us_fsis_mpi,"Clemens Food Group, LLC","2700 Clemens Road, Hatfield, PA",M791+P791+V791,us_fsis_mpi:M791N+P791N,us_fsis_mpi,"Clemens Food Group, LLC","2702 Clemens Road, Hatfield, PA",M791N+P791N,USA,1.0,644,644 m apart,
us_fsis_mpi:M45772+V45772,us_fsis_mpi,"Diller Locker Company, LLC","601 Commercial Street, Diller, NE",M45772+V45772,us_fsis_mpi:M45772A+P45772A+V45772A,us_fsis_mpi,Diller Locker Company,"409 and 311 Commercial St, Diller, NE",M45772A+P45772A+V45772A,USA,1.0,292,292 m apart,
us_fsis_mpi:M46013+P46013,us_fsis_mpi,Stanley Pearlman Enterprise,"7775 Chesapeake Bay Court, Jessup, MD",M46013+P46013,us_fsis_mpi:M46013A+P46013A,us_fsis_mpi,Stanley Pearlman Enterprises,"7891 Oceano Ave, Jessup, MD",M46013A+P46013A,USA,0.5,252,252 m apart,
us_fsis_mpi:V3464,us_fsis_mpi,Americold Logistics,"651 Mill Road P.O. Box 340, Fogelsville, PA",V3464,us_fsis_mpi:V3678,us_fsis_mpi,"Americold Logistics, LLC","7170 Ambassador Drive, Allentown, PA",V3678,USA,1.0,632,632 m apart,
us_fsis_mpi:M965+P965+V965,us_fsis_mpi,"Interstate Meat Dist., Inc.","9550 SE Last Road, Clackamas, OR",M965+P965+V965,us_fsis_mpi:M965A+P965A+V965A,us_fsis_mpi,"Interstate Meat Dist., Inc.","15501 SE Piazza Avenue, Clackamas, OR",M965A+P965A+V965A,USA,1.0,1001,1001 m apart,
us_fsis_mpi:M965+P965+V965,us_fsis_mpi,"Interstate Meat Dist., Inc.","9550 SE Last Road, Clackamas, OR",M965+P965+V965,us_fsis_mpi:M965B,us_fsis_mpi,"Interstate Meat Dist., Inc","16131 SE Evelyn Street, Clackamas, OR",M965B,USA,1.0,385,385 m apart,
us_fsis_mpi:M965A+P965A+V965A,us_fsis_mpi,"Interstate Meat Dist., Inc.","15501 SE Piazza Avenue, Clackamas, OR",M965A+P965A+V965A,us_fsis_mpi:M965B,us_fsis_mpi,"Interstate Meat Dist., Inc","16131 SE Evelyn Street, Clackamas, OR",M965B,USA,1.0,696,696 m apart,
us_fsis_mpi:M8721+P8721+V8721,us_fsis_mpi,"International Dehydrated Foods, Inc.","700 S. Chapell Drive P.O. Box 186, Monett, MO",M8721+P8721+V8721,us_fsis_mpi:M8721B+P8721B,us_fsis_mpi,"International Dehydrated Foods, LLC Innovation Center","700 South Chapell Dr. Building 2 Innovation Center, Monett, MO",M8721B+P8721B,USA,0.5,0,0 m apart,
us_fsis_mpi:M5798+P5798+V5798,us_fsis_mpi,Williams Brothers Meat Market,"302 E 8th St, Washington, MO",M5798+P5798+V5798,us_fsis_mpi:M5798A+P5798A,us_fsis_mpi,Williams Brothers Meat Co.,"607 West 5th St., Washington, MO",M5798A+P5798A,USA,0.667,930,930 m apart,
us_fsis_mpi:M584+P584,us_fsis_mpi,Pilgrim's Pride Corporation,"1107 Monticello Road, Mount Pleasant, TX",M584+P584,us_fsis_mpi:M7091A+P7091A,us_fsis_mpi,Pilgrim's Pride Corporation,"1000 Pilgrim's Street, Mount Pleasant, TX",M7091A+P7091A,USA,1.0,585,585 m apart,
us_fsis_mpi:M584+P584,us_fsis_mpi,Pilgrim's Pride Corporation,"1107 Monticello Road, Mount Pleasant, TX",M584+P584,us_fsis_mpi:P7091,us_fsis_mpi,Pilgrim's Pride Corporation,"1000 Pilgrim Street, Mount Pleasant, TX",P7091,USA,1.0,585,585 m apart,
us_fsis_mpi:M6137+P6137,us_fsis_mpi,"Foster Poultry Farms, LLC","843 Davis St., Livingston, CA",M6137+P6137,us_fsis_mpi:V38538,us_fsis_mpi,"Foster Poultry Farms, LLC","707 Davis Street, Livingston, CA",V38538,USA,1.0,740,740 m apart,
us_fsis_mpi:M6137+P6137,us_fsis_mpi,"Foster Poultry Farms, LLC","843 Davis St., Livingston, CA",M6137+P6137,us_fsis_mpi:V38539,us_fsis_mpi,Foster Poultry Farms LLC,"655 Davis Street, Livingston, CA",V38539,USA,1.0,732,732 m apart,
us_fsis_mpi:M6137B+P6137B,us_fsis_mpi,"Foster Poultry Farms, LLC","843 Davis Street, Livingston, CA",M6137B+P6137B,us_fsis_mpi:V38538,us_fsis_mpi,"Foster Poultry Farms, LLC","707 Davis Street, Livingston, CA",V38538,USA,1.0,740,740 m apart,
us_fsis_mpi:M6137B+P6137B,us_fsis_mpi,"Foster Poultry Farms, LLC","843 Davis Street, Livingston, CA",M6137B+P6137B,us_fsis_mpi:V38539,us_fsis_mpi,Foster Poultry Farms LLC,"655 Davis Street, Livingston, CA",V38539,USA,1.0,732,732 m apart,
us_fsis_mpi:M6373+P6373,us_fsis_mpi,Grossglockner Inc.,"2640 Brickyard Road, Canandaiqua, NY",M6373+P6373,us_fsis_mpi:M6373B+P6373B,us_fsis_mpi,"Grossglockner, Inc.","5560 Airport Road, Canadaigua, NY",M6373B+P6373B,USA,1.0,1083,1083 m apart,
us_fsis_mpi:M7470+P7470,us_fsis_mpi,Mountaire Farms Inc. - NC Division,"17269 NC Highway 71 North, Lumber Bridge, NC",M7470+P7470,us_fsis_mpi:V7470A,us_fsis_mpi,Mountaire Farms,"17263 NC Hwy 71 N, Lumber Bridge, NC",V7470A,USA,0.5,219,219 m apart,
us_fsis_mpi:M794+P770+V770,us_fsis_mpi,Hometown Food Company,"30 Marr Street, Milton, PA",M794+P770+V770,us_fsis_mpi:V794A,us_fsis_mpi,Hometown Food Company,"594 N Industrial Park Road, Milton, PA",V794A,USA,1.0,1292,1292 m apart,
us_fsis_mpi:M795+P795+V795,us_fsis_mpi,"Monogram Meat Snacks, LLC","200 Knauss Dr., Martinsville, VA",M795+P795+V795,us_fsis_mpi:M795B+P795B,us_fsis_mpi,Monogram Snacks,"220 Mehler Lane, Martinsville, VA",M795B+P795B,USA,1.0,361,361 m apart,
us_fsis_mpi:M8038,us_fsis_mpi,Bill Newsome Hams,"127 N. Highland Avenue, Princeton, KY",M8038,us_fsis_mpi:M8038A,us_fsis_mpi,Bill Newsome Hams,"208 E Main St, Princeton, KY",M8038A,USA,1.0,882,882 m apart,
us_fsis_mpi:M8566+P8566,us_fsis_mpi,Hazle Park Packing Co.,"260 Washington Avenue, West Hazleton, PA",M8566+P8566,us_fsis_mpi:V20760A,us_fsis_mpi,Hazle Park Cold Storage Inc.,"260 Washington Avenue Building C, West Hazleton, PA",V20760A,USA,0.5,0,0 m apart,
us_fsis_mpi:P1042,us_fsis_mpi,Perdue Foods LLC,"1500 Cader Lane, Petaluma, CA",P1042,us_fsis_mpi:P2882,us_fsis_mpi,Perdue Foods LLC,"2700 Lakeville Highway, Petaluma, CA",P2882,USA,1.0,819,819 m apart,
us_fsis_mpi:P1304A+V1304A,us_fsis_mpi,"Farmers Pride, Inc.","2929 US Route 22, Fredericksburg, PA",P1304A+V1304A,us_fsis_mpi:P1304B+V1304B,us_fsis_mpi,"Farmers Pride, Inc.","520 Chestnut Hill Road, Fredericksburg, PA",P1304B+V1304B,USA,1.0,909,909 m apart,
us_fsis_mpi:P19833+V19833,us_fsis_mpi,Koch Foods of Mississippi LLC,"410 Koch Drive Suite 200, Morton, MS",P19833+V19833,us_fsis_mpi:P34296,us_fsis_mpi,Koch Foods of Mississippi-Morton Prepared,"410 Koch Drive Suite 100, Morton, MS",P34296,USA,0.5,0,0 m apart,
us_fsis_mpi:P21234,us_fsis_mpi,Perdue Foods LLC,"250 Ga Hwy 247 Spur, Perry, GA",P21234,us_fsis_mpi:P33944,us_fsis_mpi,Perdue Foods LLC,"240 GA Highway 247 Spur, Perry, GA",P33944,USA,1.0,281,281 m apart,
us_fsis_mpi:P7769,us_fsis_mpi,"Farbest Foods, Inc.","4689 S. 400 West, Huntingburg, IN",P7769,us_fsis_mpi:P7769A+V7769A,us_fsis_mpi,"Farbest Foods, Inc.","4900 S. 400 West, Huntingburg, IN",P7769A+V7769A,USA,1.0,499,499 m apart,
us_fsis_mpi:V18778,us_fsis_mpi,Americold Logistics LLC,"1740 B Westgate Parkway, Atlanta, GA",V18778,us_fsis_mpi:V20982,us_fsis_mpi,Americold Logistics Inc,"1845 Westgate Parkway, Atlanta, GA",V20982,USA,1.0,387,387 m apart,
us_fsis_mpi:V20989,us_fsis_mpi,AmeriCold Logistics,"200 Railhead Road, Fort Worth, TX",V20989,us_fsis_mpi:V33830,us_fsis_mpi,"Americold Logistics, LLC","350 Meacham Boulevard, Fort Worth, TX",V33830,USA,1.0,968,968 m apart,
us_fsis_mpi:V3058,us_fsis_mpi,Core X Gress,"104 Hudson Avenue, Scranton, PA",V3058,us_fsis_mpi:V3058A,us_fsis_mpi,Core X Gress,"992 North South Road, Scranton, PA",V3058A,USA,1.0,1070,1070 m apart,
us_fsis_mpi:V3058A,us_fsis_mpi,Core X Gress,"992 North South Road, Scranton, PA",V3058A,us_fsis_mpi:V3058C,us_fsis_mpi,Core X Gress,"1520 North Keyser Avenue Building #4, Scranton, PA",V3058C,USA,1.0,898,898 m apart,
us_fsis_mpi:V3220,us_fsis_mpi,"MDV/Spartannash, LLC","1187 Azalea Garden Road, Norfolk, VA",V3220,us_fsis_mpi:V3220A,us_fsis_mpi,"MDV/Spartannash, LLC","1133 Kingwood Avenue, Norfolk, VA",V3220A,USA,1.0,520,520 m apart,
eu_traces_third_country:6/1,eu_traces_third_country,SLACHTHUIS SWAEGERS,Industrieweg 5,6/1,eu_traces_third_country:6/1 (1),eu_traces_third_country,Swaegers & co BV,Industrieweg 5,6/1 (1),BEL,0.5,,same postcode and street number,
eu_traces_third_country:10.10333/M,eu_traces_third_country,"CENTRAL DE CARNES MADRID NORTE, S.A.","CR. DE VILLAVERDE A VALLECAS, KM. 3,800",10.10333/M,eu_traces_third_country:10.025120/M,eu_traces_third_country,CENTRAL DE CARNES PREMIUM S.A.,CL. EJE 3-18 Nº 10 PARC. B.3.3.1 MERCAMADRID,10.025120/M,SPA,0.4,,same postcode and street number,
eu_traces_third_country:10.14073/CC,eu_traces_third_country,E.A. GROUP S.C.,"CTRA EX104 KM 4,8 06700 - VILLANUEVA DE LA SERENA - 06 - Badajoz",10.14073/CC,eu_traces_third_country:10.14444/BA,eu_traces_third_country,EA GROUP S.C.,"CTRA EX104 KM 4,800 06700 - VILLANUEVA DE LA SERENA - 06700 - Badajoz",10.14444/BA,SPA,0.5,,same postcode and street number,
eu_traces_third_country:ES060630000417,eu_traces_third_country,PLAZA DE TOROS,ES060630000417,ES060630000417,eu_traces_third_country:ES061250000312,eu_traces_third_country,PLAZA DE TOROS,ES061250000312,ES061250000312,SPA,1.0,,"identical name, no usable location on either record",
eu_traces_third_country:SI 33,eu_traces_third_country,KOŠAKI TMI D.O.O.,OREŠKO NABREŽJE 1,SI 33,eu_traces_third_country:SI 1041,eu_traces_third_country,"KOŠAKI TMI D.O.O., MESNI CENTER",OREŠKO NABREŽJE 1A,SI 1041,SLO,0.5,,same postcode and street number,
eu_traces_third_country:CZ 14537,eu_traces_third_country,Zemědělské družstvo Jindřichův Hradec,"Jindřichův Hradec, 37701 Jindřichův Hradec",CZ 14537,eu_traces_third_country:CZ 510,eu_traces_third_country,Zemědělské družstvo RADELO,"Velký Ratmírov, 37701 Velký Ratmírov",CZ 510,CZE,0.4,,same postcode and street number,
eu_traces_third_country:38.170.001,eu_traces_third_country,ABAG (ABATTOIRS DE GRENOBLE) - ABAG,2 AV DE LA LOUISIANE,38.170.001,eu_traces_third_country:38.170.004,eu_traces_third_country,ABAG (ABATTOIRS DE GRENOBLE) - ABAG SALLE DE DECOUPE,PORTE SALLE DE DECOUPE 2 AV DE LA LOUISIANE,38.170.004,FRA,0.5,,same postcode and street number,
eu_traces_third_country:DE ES 312 EG,eu_traces_third_country,Willy Siemes & Sohn Fleischgroßhandel und Großschlachterei GmbH & Co. KG,Gerberstraße 29-32,DE ES 312 EG,eu_traces_third_country:DE ES 312 EWG,eu_traces_third_country,Willy Siemes & Sohn Viehhandel GmbH & Co. KG,Gerberstraße 29-33,DE ES 312 EWG,GER,0.5,,same postcode and street number,
eu_traces_third_country:S102,eu_traces_third_country,DIMOTIKO SFAGEIO MANTAMADOU,IKTINOU 2,S102,eu_traces_third_country:S93,eu_traces_third_country,DIMOTIKO SFAGEIO SKALOCHORIOU,IKTINOU 2,S93,GRE,0.5,,same postcode and street number,
eu_traces_third_country:S102,eu_traces_third_country,DIMOTIKO SFAGEIO MANTAMADOU,IKTINOU 2,S102,eu_traces_third_country:S95,eu_traces_third_country,DIMOTIKO SFAGEIO SKOPELOU,IKTINOU 2,S95,GRE,0.5,,same postcode and street number,
eu_traces_third_country:S93,eu_traces_third_country,DIMOTIKO SFAGEIO SKALOCHORIOU,IKTINOU 2,S93,eu_traces_third_country:S95,eu_traces_third_country,DIMOTIKO SFAGEIO SKOPELOU,IKTINOU 2,S95,GRE,0.5,,same postcode and street number,
eu_traces_third_country:2840,eu_traces_third_country,Secret Recipe Limited,Unit 4 Link Road Business Park Ballincollig Cork P31V051,2840,eu_traces_third_country:2316,eu_traces_third_country,Secret Recipe Limited,"Inchybridge, Timoleague",2316,IRE,1.0,,"identical name, no usable location on either record",
